,index,growLength,flowerTop,stemDiameter,leavesLength,leavesWidth,leavesNum,flowerPosition,fruitsPosition,fruitsNum,measDate,userId
606,60,15.0,13.0,11.99,42.0,45.0,10.0,3.14,1.57,7.0,2020-02-28 00:00:00,PF_0006023
607,61,15.0,21.0,12.26,44.0,44.0,13.0,3.45,2.43,11.0,2020-03-06 00:00:00,PF_0006023
608,62,14.0,12.0,11.1,43.0,43.0,13.0,4.29,3.29,13.0,2020-03-13 00:00:00,PF_0006023
609,63,16.0,12.0,12.29,43.0,39.0,14.0,4.33,3.38,15.0,2020-03-13 00:00:00,PF_0006023
610,64,23.0,17.0,15.02,46.0,38.0,14.0,4.83,3.45,15.0,2020-03-20 00:00:00,PF_0006023
611,65,23.0,14.0,13.71,40.0,40.0,12.0,5.5,4.5,23.0,2020-03-27 00:00:00,PF_0006023
612,66,22.0,17.0,11.01,37.0,39.0,15.0,5.6,4.33,14.0,2020-03-27 00:00:00,PF_0006023
613,67,13.0,10.0,9.99,48.0,46.0,14.0,6.67,6.57,21.0,2020-04-17 00:00:00,PF_0006023
614,68,6.0,3.0,11.81,44.0,39.0,13.0,7.57,7.0,29.0,2020-04-24 00:00:00,PF_0006023
615,69,12.0,0.0,11.08,45.0,46.0,16.0,0.0,8.0,24.0,2020-05-08 00:00:00,PF_0006023
616,70,0.0,0.0,11.89,50.0,44.0,8.08,0.0,8.0,13.0,2020-05-29 00:00:00,PF_0006023
617,71,32.0,0.0,4.88,21.0,13.0,5.0,0.0,0.0,0.0,2019-12-27 00:00:00,PF_0006023
618,72,31.0,0.0,4.63,19.0,14.0,0.0,0.0,0.0,0.0,2019-12-27 00:00:00,PF_0006023
619,73,40.0,0.0,6.08,25.0,15.5,8.0,0.0,0.0,0.0,2020-01-08 00:00:00,PF_0006023
620,74,50.0,8.0,7.37,29.0,20.0,7.0,0.0,0.0,0.0,2020-01-17 00:00:00,PF_0006023
621,75,57.0,46.0,9.46,32.0,25.0,8.22,0.29,0.0,0.0,2020-01-24 00:00:00,PF_0006023
622,76,14.0,22.0,9.2,37.0,37.0,8.0,1.43,0.33,2.0,2020-02-07 00:00:00,PF_0006023
623,77,15.0,23.0,11.57,44.0,43.0,11.0,2.57,0.44,4.0,2020-02-22 00:00:00,PF_0006023
624,78,15.0,13.0,10.19,47.0,43.0,13.0,4.33,3.43,17.0,2020-03-13 00:00:00,PF_0006023
625,79,12.0,24.0,12.17,43.0,35.0,16.0,4.29,3.17,15.0,2020-03-13 00:00:00,PF_0006023
626,80,25.0,18.0,9.84,47.0,47.0,16.0,5.63,4.4,14.0,2020-03-27 00:00:00,PF_0006023
627,81,17.0,3.0,22.24,40.0,37.0,14.0,7.17,6.2,20.0,2020-04-10 00:00:00,PF_0006023
628,82,4.0,0.0,12.05,42.0,38.0,7.0,0.0,8.0,14.0,2020-06-05 00:00:00,PF_0006023
629,83,32.0,0.0,5.31,21.0,14.0,4.0,0.0,0.0,0.0,2020-01-01 00:00:00,PF_0006023
630,84,57.0,15.0,8.67,30.0,25.0,7.0,0.25,0.0,0.0,2020-01-24 00:00:00,PF_0006023
631,85,72.0,32.0,10.03,35.0,33.0,9.0,0.38,0.0,0.0,2020-01-31 00:00:00,PF_0006023
632,86,15.0,18.0,10.37,37.0,34.0,9.0,1.33,0.0,0.0,2020-02-07 00:00:00,PF_0006023
633,87,16.0,12.0,11.63,40.0,39.0,9.0,1.44,0.5,3.0,2020-02-14 00:00:00,PF_0006023
634,88,15.0,8.0,10.7,41.0,31.0,11.0,2.38,0.71,5.0,2020-02-22 00:00:00,PF_0006023
635,89,28.0,9.0,15.01,40.0,39.0,11.0,6.4,5.17,22.0,2020-04-03 00:00:00,PF_0006023
636,90,18.0,20.0,11.8,44.0,44.0,15.0,6.57,5.8,21.0,2020-04-10 00:00:00,PF_0006023
637,91,17.0,0.0,14.8,50.0,37.0,14.0,7.25,6.89,26.0,2020-05-01 00:00:00,PF_0006023
638,92,24.0,20.0,13.36,45.0,44.0,12.0,7.29,7.0,22.0,2020-05-01 00:00:00,PF_0006023
639,93,4.0,0.0,11.72,48.0,39.0,11.0,0.0,8.0,22.0,2020-05-16 00:00:00,PF_0006023
640,94,0.0,0.0,11.31,42.0,41.0,12.0,0.0,7.0,16.0,2020-05-22 00:00:00,PF_0006023
641,95,0.0,0.0,13.35,48.0,45.0,8.0,0.0,7.0,6.0,2020-05-29 00:00:00,PF_0006023
642,2,17.0,21.0,12.5,39.0,39.0,13.0,8.0,7.3,22.0,2017-03-26 00:00:00,PF_0001405
643,3,15.0,11.5,7.0,43.0,38.0,15.0,6.1,4.3,13.0,2017-04-02 00:00:00,PF_0001405
644,4,22.0,27.0,10.4,46.0,22.0,12.0,6.7,6.0,18.0,2017-04-16 00:00:00,PF_0001405
645,5,14.0,18.0,9.2,35.0,32.0,15.0,6.3,5.0,15.0,2017-04-30 00:00:00,PF_0001405
646,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-28 00:00:00,PF_0001405
647,7,17.0,12.0,7.2,45.0,38.0,13.0,6.1,5.1,15.0,2017-04-02 00:00:00,PF_0001405
648,8,22.0,38.0,10.9,49.0,48.0,12.0,6.0,5.0,15.0,2017-04-16 00:00:00,PF_0001405
649,9,515.0,38.0,12.0,42.0,39.0,15.0,4.3,4.0,12.0,2017-04-23 00:00:00,PF_0001405
650,10,23.0,11.0,6.7,36.0,28.0,11.0,7.0,6.0,18.0,2017-05-14 00:00:00,PF_0001405
651,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-28 00:00:00,PF_0001405
652,12,0.0,19.0,9.5,42.0,38.0,12.0,5.4,4.4,13.0,2017-03-05 00:00:00,PF_0001405
653,13,0.0,39.0,12.45,40.0,46.0,11.0,5.4,4.4,13.0,2017-03-05 00:00:00,PF_0001405
654,14,22.0,38.0,11.65,45.0,40.0,13.0,6.7,4.7,14.0,2017-03-12 00:00:00,PF_0001405
655,15,19.0,22.0,10.6,47.0,44.0,14.0,5.7,4.7,14.0,2017-03-12 00:00:00,PF_0001405
656,16,18.0,49.0,9.9,42.0,39.0,11.0,7.0,4.0,12.0,2017-03-19 00:00:00,PF_0001405
657,17,20.0,23.0,11.9,43.0,46.0,12.0,6.3,5.3,16.0,2017-03-26 00:00:00,PF_0001405
658,18,516.0,34.0,9.2,38.0,35.0,17.0,7.0,6.0,18.0,2017-04-09 00:00:00,PF_0001405
659,19,22.0,10.0,6.8,40.0,32.0,17.0,7.0,6.0,18.0,2017-05-21 00:00:00,PF_0001405
660,20,541.0,19.0,4.9,30.0,24.0,18.0,7.3,7.0,21.0,2017-04-09 00:00:00,PF_0001405
661,21,23.0,36.0,9.0,44.0,42.0,13.0,6.0,5.0,15.0,2017-04-16 00:00:00,PF_0001405
662,22,529.0,8.0,11.8,40.0,39.0,13.0,6.3,5.0,15.0,2017-04-23 00:00:00,PF_0001405
663,23,17.0,16.0,11.0,37.0,30.0,15.0,9.2,6.0,18.0,2017-04-30 00:00:00,PF_0001405
664,24,16.0,12.0,8.5,39.0,36.0,16.0,6.0,5.0,15.0,2017-04-30 00:00:00,PF_0001405
665,25,17.0,25.0,9.2,41.0,40.0,16.0,6.0,5.0,15.0,2017-05-07 00:00:00,PF_0001405
666,26,31.0,24.0,10.0,43.0,38.0,13.0,7.0,6.0,18.0,2017-05-14 00:00:00,PF_0001405
667,27,20.0,21.0,10.6,44.0,40.0,15.0,7.0,6.0,18.0,2017-05-14 00:00:00,PF_0001405
668,28,22.0,5.0,3.5,35.0,24.0,15.0,7.0,5.0,15.0,2017-05-21 00:00:00,PF_0001405
669,29,0.0,15.0,9.4,41.0,42.0,14.0,6.4,4.0,12.0,2017-03-05 00:00:00,PF_0001405
670,30,16.0,19.0,12.0,40.0,38.0,13.0,5.3,5.0,15.0,2017-03-26 00:00:00,PF_0001405
671,31,481.0,54.0,9.0,39.0,36.0,20.0,5.7,5.7,17.0,2017-04-09 00:00:00,PF_0001405
672,32,561.0,12.0,9.5,40.0,38.0,14.0,5.7,4.0,12.0,2017-04-23 00:00:00,PF_0001405
673,33,22.0,17.0,8.5,42.0,36.0,14.0,7.0,6.0,18.0,2017-05-07 00:00:00,PF_0001405
674,34,18.0,11.0,5.1,37.0,26.0,16.0,7.0,6.0,18.0,2017-05-21 00:00:00,PF_0001405
675,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-28 00:00:00,PF_0001405
676,36,18.0,34.0,12.0,44.0,42.0,12.0,7.7,4.7,14.0,2017-03-19 00:00:00,PF_0001405
677,37,12.0,24.0,11.0,39.0,36.0,17.0,7.7,7.0,21.0,2017-04-30 00:00:00,PF_0001405
678,38,30.0,20.0,7.3,30.0,28.0,13.0,7.0,6.0,18.0,2017-05-14 00:00:00,PF_0001405
679,39,19.0,29.0,9.5,45.0,44.0,15.0,5.7,4.7,14.0,2017-04-02 00:00:00,PF_0001405
680,40,469.0,27.0,4.8,35.0,36.0,19.0,6.7,6.0,18.0,2017-04-09 00:00:00,PF_0001405
681,41,21.0,5.0,3.5,45.0,42.0,16.0,6.0,4.0,12.0,2017-05-07 00:00:00,PF_0001405
682,42,20.0,26.0,8.0,42.0,40.0,15.0,6.0,5.0,15.0,2017-05-07 00:00:00,PF_0001405
683,43,18.0,10.0,8.0,45.0,44.0,13.0,7.0,6.0,18.0,2017-05-21 00:00:00,PF_0001405
684,44,0.0,17.0,10.0,44.0,36.0,11.0,4.7,4.0,12.0,2017-03-05 00:00:00,PF_0001405
685,45,20.0,30.0,11.6,45.0,41.0,13.0,5.8,5.1,15.0,2017-03-19 00:00:00,PF_0001405
686,46,20.0,40.0,11.4,42.5,40.0,12.0,5.3,4.0,12.0,2017-03-19 00:00:00,PF_0001405
687,47,18.0,28.0,9.0,45.0,42.0,12.0,8.3,7.0,21.0,2017-03-26 00:00:00,PF_0001405
688,48,16.0,17.0,8.4,40.0,38.0,13.0,5.7,3.7,11.0,2017-04-02 00:00:00,PF_0001405
689,49,21.0,29.0,105.0,40.0,42.0,12.0,6.0,5.0,15.0,2017-04-16 00:00:00,PF_0001405
690,50,587.0,32.0,11.7,45.0,46.0,17.0,7.3,6.0,18.0,2017-04-23 00:00:00,PF_0001405
691,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-28 00:00:00,PF_0001405
692,2,15.0,28.0,12.0,42.0,39.0,15.0,6.7,6.3,19.0,2017-03-26 00:00:00,PF_0000304
693,3,10.0,18.0,8.0,35.0,32.0,17.0,8.0,7.0,21.0,2017-04-30 00:00:00,PF_0000304
694,4,9.0,19.0,8.6,30.0,38.0,16.0,6.0,5.0,15.0,2017-04-30 00:00:00,PF_0000304
695,5,21.0,8.0,4.3,35.0,35.0,24.0,8.0,6.0,18.0,2017-05-07 00:00:00,PF_0000304
696,6,23.0,11.0,5.1,31.0,23.0,21.0,8.0,7.0,21.0,2017-05-21 00:00:00,PF_0000304
697,7,18.0,4.0,3.5,33.0,28.0,19.0,8.0,7.0,21.0,2017-05-28 00:00:00,PF_0000304
698,8,21.0,17.0,9.8,40.0,44.0,14.0,7.4,5.1,15.0,2017-03-19 00:00:00,PF_0000304
699,9,16.0,24.0,10.5,35.0,32.0,13.0,6.0,5.0,15.0,2017-04-16 00:00:00,PF_0000304
700,10,33.0,5.0,3.4,33.0,28.0,16.0,8.0,6.0,18.0,2017-05-14 00:00:00,PF_0000304
701,11,17.0,15.0,6.3,33.0,29.0,19.0,7.0,6.0,18.0,2017-05-21 00:00:00,PF_0000304
702,12,24.0,21.0,8.4,32.0,30.0,18.0,6.0,5.0,15.0,2017-05-21 00:00:00,PF_0000304
703,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-04 00:00:00,PF_0000304
704,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-04 00:00:00,PF_0000304
705,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-04 00:00:00,PF_0000304
706,16,0.0,17.0,10.6,41.5,40.0,11.0,5.4,4.4,13.0,2017-02-19 00:00:00,PF_0000304
707,17,18.0,32.0,11.4,37.0,40.0,14.0,7.7,5.3,16.0,2017-04-02 00:00:00,PF_0000304
708,18,17.0,12.0,9.0,38.0,36.0,14.0,6.8,6.1,18.0,2017-04-09 00:00:00,PF_0000304
709,19,14.0,7.0,4.8,36.0,32.0,17.0,8.0,5.0,15.0,2017-04-30 00:00:00,PF_0000304
710,20,19.0,15.0,7.8,39.0,36.0,17.0,6.0,5.0,15.0,2017-05-07 00:00:00,PF_0000304
711,21,32.0,12.0,6.8,35.0,24.0,18.0,7.0,6.0,18.0,2017-05-14 00:00:00,PF_0000304
712,22,33.0,9.0,5.2,34.0,30.0,15.0,6.0,5.0,15.0,2017-05-14 00:00:00,PF_0000304
713,23,16.0,10.0,4.0,26.0,19.0,16.0,7.0,6.0,18.0,2017-05-28 00:00:00,PF_0000304
714,24,18.0,15.0,5.0,32.0,28.0,14.0,7.0,6.0,18.0,2017-05-28 00:00:00,PF_0000304
715,25,23.0,14.0,10.2,45.0,46.0,15.0,7.2,5.2,14.0,2017-02-26 00:00:00,PF_0000304
716,26,5.0,34.0,12.0,45.0,50.0,15.0,6.8,4.8,14.0,2017-03-05 00:00:00,PF_0000304
717,27,16.0,32.0,13.8,44.0,46.0,12.0,7.1,5.7,17.0,2017-03-12 00:00:00,PF_0000304
718,28,22.0,28.0,8.5,42.0,36.0,13.0,8.0,5.3,16.0,2017-03-19 00:00:00,PF_0000304
719,29,19.0,22.0,10.8,37.0,35.0,15.0,7.7,7.0,21.0,2017-03-26 00:00:00,PF_0000304
720,30,21.0,7.0,5.4,35.0,38.0,12.0,7.4,5.4,16.0,2017-04-02 00:00:00,PF_0000304
721,31,17.0,9.5,8.0,39.0,41.0,13.0,6.4,5.4,16.0,2017-04-09 00:00:00,PF_0000304
722,32,0.0,15.0,8.4,35.0,30.0,12.0,8.8,6.1,18.0,2017-02-19 00:00:00,PF_0000304
723,33,18.0,15.0,8.0,35.0,36.0,14.0,8.1,6.0,18.0,2017-03-19 00:00:00,PF_0000304
724,34,9.0,30.0,9.5,38.0,35.0,13.0,8.6,7.3,22.0,2017-03-26 00:00:00,PF_0000304
725,35,22.0,15.0,6.5,35.0,28.0,15.0,8.0,7.0,21.0,2017-04-16 00:00:00,PF_0000304
726,36,25.0,16.0,8.2,34.0,28.0,14.0,6.0,5.0,15.0,2017-04-16 00:00:00,PF_0000304
727,37,29.0,22.0,10.8,33.0,27.0,19.0,7.0,6.0,18.0,2017-04-23 00:00:00,PF_0000304
728,38,17.0,15.0,8.0,34.0,36.0,20.0,7.0,6.0,18.0,2017-05-07 00:00:00,PF_0000304
729,39,35.0,6.0,3.5,40.0,34.0,15.0,6.0,5.0,15.0,2017-05-14 00:00:00,PF_0000304
730,40,0.0,25.0,10.6,47.0,51.0,12.0,7.5,4.5,13.0,2017-02-19 00:00:00,PF_0000304
731,41,18.0,9.5,9.5,41.0,34.0,13.0,6.4,5.4,16.0,2017-02-26 00:00:00,PF_0000304
732,42,0.0,22.0,11.2,45.0,42.0,12.0,5.7,4.4,13.0,2017-02-26 00:00:00,PF_0000304
733,43,14.0,28.0,10.0,34.0,34.0,10.0,8.8,6.4,19.0,2017-02-26 00:00:00,PF_0000304
734,44,8.0,26.0,11.4,43.0,40.0,14.0,6.4,5.4,16.0,2017-03-05 00:00:00,PF_0000304
735,45,18.0,35.5,10.7,36.0,37.0,14.0,7.4,6.4,19.0,2017-03-12 00:00:00,PF_0000304
736,46,6.0,22.0,12.3,45.0,47.0,15.0,4.4,4.1,12.0,2017-03-12 00:00:00,PF_0000304
737,47,16.0,32.0,11.6,46.0,44.0,14.0,7.3,5.7,17.0,2017-03-19 00:00:00,PF_0000304
738,48,21.0,11.5,9.5,40.0,37.0,14.0,7.1,6.1,18.0,2017-04-09 00:00:00,PF_0000304
739,49,23.0,17.0,7.5,34.0,22.0,12.0,7.0,6.0,18.0,2017-04-16 00:00:00,PF_0000304
740,50,22.0,14.0,7.2,32.0,26.0,17.0,7.0,6.0,18.0,2017-04-23 00:00:00,PF_0000304
741,51,28.0,16.0,8.0,38.0,36.0,16.0,6.0,5.0,15.0,2017-04-23 00:00:00,PF_0000304
742,52,0.0,30.0,10.9,45.0,40.0,12.0,6.4,5.8,17.0,2017-02-19 00:00:00,PF_0000304
743,53,12.0,17.0,9.9,43.0,39.0,13.0,6.4,5.1,15.0,2017-03-05 00:00:00,PF_0000304
744,54,12.0,29.0,14.0,42.0,38.0,14.0,7.3,6.0,18.0,2017-03-26 00:00:00,PF_0000304
745,55,17.0,24.0,10.0,39.0,34.0,13.0,9.0,7.0,21.0,2017-04-02 00:00:00,PF_0000304
746,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-04 00:00:00,PF_0000304
747,57,15.0,10.0,7.1,32.0,26.0,13.0,8.7,6.7,20.0,2017-04-02 00:00:00,PF_0000304
748,58,19.0,7.5,6.5,36.0,34.0,15.0,8.1,7.5,23.0,2017-04-09 00:00:00,PF_0000304
749,59,25.0,7.0,5.0,32.0,30.0,17.0,7.0,6.0,18.0,2017-04-23 00:00:00,PF_0000304
750,60,13.0,9.0,6.5,34.0,31.0,18.0,7.0,6.0,18.0,2017-04-30 00:00:00,PF_0000304
751,61,20.0,7.0,4.5,37.0,32.0,18.0,8.3,7.0,21.0,2017-05-07 00:00:00,PF_0000304
752,62,24.0,7.0,3.6,32.0,24.0,16.0,8.0,7.0,21.0,2017-05-21 00:00:00,PF_0000304
753,63,17.0,20.0,6.0,32.0,25.0,16.0,7.0,6.0,18.0,2017-05-28 00:00:00,PF_0000304
