,FLD_CODE,FLD_CODE_NAME,SECT_CODE,SETC_NAME,FATR_CODE,FATR_NAME,CLCT_TYPE,UNIT
346,FG,시설원예,CR,제어정보,CC02,이중창,2,회
347,FG,시설원예,CR,제어정보,CC03,측창,2,회
348,FG,시설원예,CR,제어정보,CC04,차광커튼,2,회
349,FG,시설원예,CR,제어정보,CC05,보온커튼,2,회
350,FG,시설원예,CR,제어정보,CC06,측커튼,2,회
351,FG,시설원예,CR,제어정보,CC07,외커튼,2,회
352,FG,시설원예,CR,제어정보,CC08,유동팬,2,회
353,FG,시설원예,CR,제어정보,CC09,난방기,2,회
354,FG,시설원예,CR,제어정보,CC10,분무(가습),2,회
355,FG,시설원예,CR,제어정보,CC11,보광등,2,회
356,FG,시설원예,CR,제어정보,CC12,냉방기,2,회
357,FG,시설원예,CR,제어정보,CC13,순환식수막시스템,2,회
358,FG,시설원예,CR,제어정보,CC14,CO2발생장치,2,회
