,WS,EL,CI,TE,WD,HI,TL,IR,HL,TI,RP,measDate
0,1.1984523809523813,9.841488095238086,632.2786904761908,6.9101785714285695,42.46113095238094,88.06113095238099,18.459999999999997,127.01845238095235,95.62148809523815,17.460178571428568,0.13374999999999998,2017-03-26 00:00:00
1,1.4095808383233537,9.83958083832334,625.9057485029941,8.269041916167662,42.08598802395211,87.42353293413171,17.159401197604794,138.89107784431138,96.25419161676648,16.569520958083835,0.07892215568862274,2017-04-02 00:00:00
2,1.726706349206348,9.809920634920703,615.7765476190478,13.11496031746031,39.64853174603175,88.14248015873024,17.982619047619053,183.27732142857147,94.93083333333347,17.895654761904762,0.07450396825396825,2017-04-23 00:00:00
3,1.7035119047619058,9.803035714285745,606.1923809523813,15.772023809523805,38.51636904761902,93.21538690476198,19.006398809523823,231.92294642857138,95.20413690476217,18.671636904761932,0.04467261904761906,2017-05-07 00:00:00
4,1.4822023809523817,9.79011904761902,596.6097023809527,16.59940476190476,39.730535714285715,95.70119047619046,18.536666666666665,158.55886904761908,95.00125000000001,18.583630952380947,0.12880952380952382,2017-05-14 00:00:00
5,1.6617261904761906,9.80678571428569,580.2580952380953,17.110952380952384,38.578630952380955,90.80148809523808,19.388928571428572,285.84922619047614,95.50952380952383,19.135357142857142,0.0,2017-05-21 00:00:00
6,1.492678571428571,9.800535714285687,569.9576190476191,18.59648809523809,37.80291666666666,91.29035714285712,19.95136904761904,265.16279761904764,95.16744047619048,19.91428571428572,0.00125,2017-05-28 00:00:00
7,,,,,,,,,,,,2017-05-28 00:00:00
8,1.6023809523809522,9.80202380952378,568.3836904761906,20.340000000000007,36.60821428571431,90.27119047619043,21.073273809523823,267.77994047619046,95.28583333333334,21.12755952380953,0.002678571428571429,2017-06-04 00:00:00
9,,,,,,,,,,,,2017-03-26 00:00:00
10,1.460925373134329,9.831432835820927,630.7914925373141,10.146477611940304,41.310089552238786,86.84140298507465,17.52540298507463,151.38038805970146,95.54047761194055,17.20949253731343,0.09188059701492536,2017-04-09 00:00:00
11,,,,,,,,,,,,2017-04-09 00:00:00
12,,,,,,,,,,,,2017-04-09 00:00:00
