,WS,EL,CI,TE,WD,HI,TL,IR,HL,TI,RP,index,growLength,flowerTop,stemDiameter,leavesLength,leavesWidth,leavesNum,flowerPosition,fruitsPosition,fruitsNum,measDate,userId
0,0.20415422682609655,1.0,0.734325247536115,0.3748875781388975,0.029538260174084164,0.797479391471167,0.37245614035087715,0.0,0.9571720530053889,0.3381982777506429,0.00011086613759528592,2,0.06081771720613288,0.38392857142857145,0.09695238095238096,39.2,0.4847457627118644,0.68,0.28536585365853656,0.01731513546547158,5.0,2017-03-26 00:00:00,PF_0000227
1,0.2521414027829795,0.9998062023856261,0.726923745219982,0.4288030511219204,0.029255005854634177,0.7846083798447289,0.36104737892635785,0.009087081272851596,0.963505421589256,0.28613950594307824,6.541902483657142e-05,3,0.04497444633730834,0.033928571428571426,0.05,39.2,0.4813559322033898,0.6,0.6756097560975609,0.2169484620085557,64.0,2017-04-02 00:00:00,PF_0000227
2,0.3242205430403218,0.9967924098457572,0.7151597429556562,0.6210740279308445,0.027414587265156703,0.7991215649892053,0.36826858813700925,0.04305946624292753,0.9502585919252619,0.3636517800706788,6.175676408104119e-05,4,0.02385008517887564,0.1875,0.06342857142857143,42.0,0.4745762711864407,0.8,0.06829268292682926,0.08148299042574862,93.0,2017-04-23 00:00:00,PF_0000227
3,0.3189487009559462,0.9960928285864669,0.7040287406524997,0.7264980468177706,0.02655973981810853,0.9015269047788336,0.3772491123642441,0.08029190057751454,0.9529943634110347,0.40900779196176085,3.702938863607571e-05,5,0.013628620102214651,0.16071428571428573,0.08380952380952382,41.0,0.4067796610169492,0.72,0.058536585365853655,0.08148299042574862,87.0,2017-05-07 00:00:00,PF_0000227
4,0.26864748058885357,0.9947803576936783,0.6928994666155657,0.7593259507843231,0.027476504940953654,0.9517071213936042,0.3731286549707602,0.02414043385046825,0.9509634634634656,0.4038638604171754,0.00010677094871214898,6,0.00017035775127768315,0.19642857142857142,0.02838095238095238,29.0,0.3728813559322034,0.72,0.014634146341463414,0.07129761662253004,103.0,2017-05-14 00:00:00,PF_0000227
5,0.30945126773978165,0.9964738685230756,0.6739087934461933,0.77962256997055,0.026606751109337887,0.8527982093419537,0.3806046365914787,0.12156604743334569,0.9560512893846249,0.43611215361078015,0.0,7,0.0,0.23214285714285715,0.05390476190476191,32.0,0.4067796610169492,0.88,0.00975609756097561,0.08148299042574862,87.0,2017-05-21 00:00:00,PF_0000227
6,0.2710286034464672,0.9958388019620514,0.6619458729140865,0.8385640087686248,0.026021042555513126,0.862666871125106,0.3855383249791144,0.10573304922635712,0.9526270317937005,0.48164038370372575,1.0361321270587471e-06,8,0.034071550255536626,0.05357142857142857,0.06714285714285714,37.0,0.4067796610169492,0.84,0.0,0.05092686901609289,49.0,2017-05-28 00:00:00,PF_0000227
7,0.28885914240696214,0.21240875680266,0.5106495491106122,0.5021409797069797,0.03612179717761157,0.6363839983767339,0.426274984444489,0.1184770779641287,0.35871274238799916,0.3908700584116998,0.0063083103225889114,9,0.0017035775127768314,0.017857142857142856,0.06447619047619048,40.0,0.5084745762711864,0.72,0.0,0.05092686901609289,59.0,2017-05-28 00:00:00,PF_0000227
8,0.29596274791568494,0.9959900082861045,0.6601179202956802,0.9077411407890773,0.025118974079161346,0.8420932406549803,0.39537959482038443,0.10773616049428315,0.9538121454788142,0.5525560121604352,2.220283129411601e-06,10,0.01192504258943782,0.10714285714285714,0.03485714285714286,35.0,0.423728813559322,0.92,0.0,0.05092686901609289,49.0,2017-06-04 00:00:00,PF_0000227
9,0.28885914240696214,0.21240875680266,0.5106495491106122,0.5021409797069797,0.03612179717761157,0.6363839983767339,0.426274984444489,0.1184770779641287,0.35871274238799916,0.3908700584116998,0.0063083103225889114,11,0.05519591141396933,0.23392857142857143,0.06380952380952382,36.2,0.5050847457627119,0.52,0.15121951219512195,0.020370747606437156,6.0,2017-03-26 00:00:00,PF_0000227
10,0.2638114507579396,0.9989782785570788,0.7325980234321705,0.5032938628173583,0.0286691582298691,0.7728570865094947,0.36425792092170733,0.01864616130273709,0.956361137256664,0.3235457256926928,7.616035073640174e-05,12,0.03867120954003407,0.5714285714285714,0.08838095238095238,36.0,0.423728813559322,0.6,0.01951219512195122,0.05092686901609289,74.0,2017-04-09 00:00:00,PF_0000227
11,0.28885914240696214,0.21240875680266,0.5106495491106122,0.5021409797069797,0.03612179717761157,0.6363839983767339,0.426274984444489,0.1184770779641287,0.35871274238799916,0.3908700584116998,0.0063083103225889114,13,0.034071550255536626,0.32142857142857145,0.0822857142857143,35.6,0.3898305084745763,0.8,0.041463414634146344,0.04888979425544917,92.0,2017-04-09 00:00:00,PF_0000227
