,WS,EL,CI,TE,WD,HI,TL,IR,HL,TI,RP,index,growLength,flowerTop,stemDiameter,leavesLength,leavesWidth,leavesNum,flowerPosition,fruitsPosition,fruitsNum,measDate,userId
18,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,20,26.3,3.6,6.92,35.6,28.3,16.0,31.0,22.0,66.0,2017-04-02 00:00:00,PF_0000227
19,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,21,22.1,6.3,6.32,38.4,28.9,16.0,41.0,30.0,90.0,2017-04-02 00:00:00,PF_0000227
20,1.7800892857142845,9.813898809523828,620.2565476190472,12.745327380952377,39.81154761904757,84.86776785714294,18.07047619047618,183.28383928571424,95.02523809523834,18.004613095238092,0.08726190476190473,22,24.0,14.0,7.5,27.0,20.0,21.0,7.8,5.8,103.0,2017-04-16 00:00:00,PF_0000227
21,1.698363095238096,9.804880952380971,608.9999999999998,13.999404761904774,39.21392857142856,93.89336309523812,17.94895833333333,210.0441369047618,94.89729166666689,17.722410714285722,0.03916666666666667,23,4.0,8.0,5.87,34.0,22.0,19.0,1.0,9.0,97.0,2017-04-30 00:00:00,PF_0000227
22,1.6302380952380946,9.798273809523781,601.2013095238096,17.399464285714277,37.92738095238096,93.3359523809524,19.9217857142857,227.02190476190472,95.35571428571431,19.576190476190476,0.06,24,1.0,3.0,7.36,31.0,19.0,19.0,1.0,7.0,94.0,2017-05-07 00:00:00,PF_0000227
23,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,25,21.1,3.6,6.53,40.6,31.1,17.0,30.7,23.7,71.0,2017-04-02 00:00:00,PF_0000227
24,1.7800892857142845,9.813898809523828,620.2565476190472,12.745327380952377,39.81154761904757,84.86776785714294,18.07047619047618,183.28383928571424,95.02523809523834,18.004613095238092,0.08726190476190473,26,20.0,26.0,9.01,41.0,30.0,19.0,7.6,6.4,59.0,2017-04-16 00:00:00,PF_0000227
25,1.6199404761904763,9.801964285714257,606.8165476190479,13.8542261904762,39.322500000000005,94.69190476190471,17.806904761904757,183.2642857142857,94.74202380952383,17.677738095238098,0.04898809523809523,27,12.6,5.0,5.5,36.7,24.0,17.0,2.0,9.0,86.0,2017-04-23 00:00:00,PF_0000227
26,1.7035119047619058,9.803035714285745,606.1923809523813,15.772023809523805,38.51636904761902,93.21538690476198,19.006398809523823,231.92294642857138,95.20413690476217,18.671636904761932,0.04467261904761906,28,10.0,13.0,7.41,33.0,18.0,20.0,1.0,8.0,106.0,2017-05-07 00:00:00,PF_0000227
27,1.5455357142857145,9.799146825396893,582.2751388888895,17.43561507936508,38.70402777777776,92.59767857142859,19.292321428571434,236.5236309523808,95.2260714285716,19.211091269841283,0.04335317460317461,29,0.0,14.0,5.65,34.0,25.0,19.0,0.0,6.0,52.0,2017-05-28 00:00:00,PF_0000227
28,1.6750297619047627,9.802053571428601,582.2108035714282,20.080327380952383,37.28291666666666,91.42122023809526,20.736071428571446,237.05059523809547,95.2873511904764,20.88407738095238,0.02678571428571428,30,0.0,0.0,7.09,38.0,29.0,16.0,0.0,4.0,27.0,2017-06-11 00:00:00,PF_0000227
29,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,31,21.0,22.5,8.68,38.5,25.0,17.0,9.0,8.0,82.0,2017-04-16 00:00:00,PF_0000227
30,1.6199404761904763,9.801964285714257,606.8165476190479,13.8542261904762,39.322500000000005,94.69190476190471,17.806904761904757,183.2642857142857,94.74202380952383,17.677738095238098,0.04898809523809523,32,20.6,1.5,3.64,31.0,19.0,19.0,2.4,10.0,126.0,2017-04-23 00:00:00,PF_0000227
31,1.6297420634920636,9.798730158730235,602.9981547619057,16.04781746031746,38.92109126984123,94.04398809523818,18.84982142857146,207.46825396825398,95.13650793650807,18.642301587301592,0.07271825396825395,33,4.0,22.0,3.9,37.0,26.0,16.0,0.0,7.0,76.0,2017-05-14 00:00:00,PF_0000227
32,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,34,0.1,3.0,5.09,33.0,21.0,19.0,0.2,8.0,97.0,2017-05-14 00:00:00,PF_0000227
33,1.6617261904761906,9.80678571428569,580.2580952380953,17.110952380952384,38.578630952380955,90.80148809523808,19.388928571428572,285.84922619047614,95.50952380952383,19.135357142857142,0.0,35,3.0,25.2,7.49,34.0,23.0,17.0,0.0,6.0,72.0,2017-05-21 00:00:00,PF_0000227
34,1.6142460317460314,9.801547619047703,578.1264087301591,19.585714285714282,37.456250000000026,91.37759920634915,20.47450396825396,246.4213293650795,95.24738095238104,20.560813492063478,0.01827380952380952,36,6.0,30.0,4.55,32.0,22.0,24.0,0.0,4.0,26.0,2017-06-11 00:00:00,PF_0000227
35,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,37,31.1,23.2,11.61,37.3,25.1,12.0,12.7,1.7,5.0,2017-03-26 00:00:00,PF_0000227
36,1.626068828590335,9.808074123097068,603.590304434151,14.611396426207799,39.35112508272663,90.67712772998023,18.556148246194603,206.94943745863654,95.23634679020515,18.360410324288544,0.05796823295830575,38,0.0,2.0,7.72,31.0,21.0,22.0,0.0,5.0,41.0,2017-05-28 00:00:00,PF_0000227
37,1.6023809523809522,9.80202380952378,568.3836904761906,20.340000000000007,36.60821428571431,90.27119047619043,21.073273809523823,267.77994047619046,95.28583333333334,21.12755952380953,0.002678571428571429,39,8.0,8.0,3.46,32.0,23.0,23.0,0.0,4.0,23.0,2017-06-04 00:00:00,PF_0000227
38,1.7476785714285712,9.802083333333304,596.037916666667,19.820654761904773,37.957619047619055,92.57124999999998,20.39886904761904,206.3212499999999,95.288869047619,20.640595238095237,0.050892857142857136,40,25.0,0.0,4.45,41.0,30.0,25.0,0.0,4.0,41.0,2017-06-11 00:00:00,PF_0000227
39,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,41,229.0,8.2,7.65,34.9,19.5,21.0,12.7,1.7,5.0,2017-03-19 00:00:00,PF_0000227
40,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,42,239.0,15.1,9.91,36.3,33.5,21.0,14.3,1.3,4.0,2017-03-19 00:00:00,PF_0000227
41,1.1984523809523813,9.841488095238086,632.2786904761908,6.9101785714285695,42.46113095238094,88.06113095238099,18.459999999999997,127.01845238095235,95.62148809523815,17.460178571428568,0.13374999999999998,43,34.3,16.2,8.41,34.6,21.4,11.0,8.7,1.3,4.0,2017-03-26 00:00:00,PF_0000227
42,1.460925373134329,9.831432835820927,630.7914925373141,10.146477611940304,41.310089552238786,86.84140298507465,17.52540298507463,151.38038805970146,95.54047761194055,17.20949253731343,0.09188059701492536,44,25.3,6.7,7.5,32.6,16.0,16.0,1.5,6.8,69.0,2017-04-09 00:00:00,PF_0000227
43,1.8149801587301597,9.80474206349212,607.6216468253973,13.825575396825391,39.17071428571429,90.4198412698413,18.049880952380963,207.6201984126985,95.00468253968268,17.8694642857143,0.049365079365079355,45,8.0,1.0,4.89,43.0,31.0,17.0,2.0,7.0,69.0,2017-04-30 00:00:00,PF_0000227
44,1.5913888888888885,9.798392857142929,592.6897023809529,17.03660714285712,38.745515873015854,93.27954365079364,19.282460317460316,223.81,95.28882936507952,19.09839285714286,0.06293650793650793,46,0.0,1.0,6.97,39.0,32.0,16.0,0.4,7.0,81.0,2017-05-21 00:00:00,PF_0000227
45,1.5475297619047605,9.801279761904794,569.1706547619049,19.468244047619056,37.20556547619047,90.78077380952382,20.512321428571425,266.4713690476191,95.22663690476209,20.520922619047607,0.0019642857142857144,47,23.0,20.0,5.66,32.0,19.0,22.0,1.0,5.0,30.0,2017-06-04 00:00:00,PF_0000227
46,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,48,17.0,2.0,3.26,35.0,22.0,21.0,2.2,10.0,112.0,2017-04-23 00:00:00,PF_0000227
47,1.7767857142857142,9.80779761904759,611.1834523809528,14.144583333333335,39.105357142857166,93.09482142857144,18.091011904761906,236.82398809523806,95.05255952380952,17.767083333333353,0.029345238095238098,49,13.0,14.0,4.31,35.0,23.0,18.0,2.0,9.0,112.0,2017-04-30 00:00:00,PF_0000227
48,1.6302380952380946,9.798273809523781,601.2013095238096,17.399464285714277,37.92738095238096,93.3359523809524,19.9217857142857,227.02190476190472,95.35571428571431,19.576190476190476,0.06,50,3.0,11.0,7.37,37.0,25.0,18.0,1.0,8.0,92.0,2017-05-07 00:00:00,PF_0000227
49,1.5973333333333333,9.80030952380965,582.2494047619057,18.493499999999994,38.13558333333332,92.12709523809544,19.86982142857143,236.73441666666656,95.25058333333338,19.88028571428573,0.03672619047619047,51,7.0,14.0,5.71,33.0,23.0,23.0,0.0,6.0,39.0,2017-06-11 00:00:00,PF_0000227
50,1.6956346749226001,2.6327380952380945,311.961755952381,3.9091071428571382,5.077410714285717,82.26226190476191,90.0,281.8133673184606,0.0,17.04068452380952,0.0986904761904762,2,13.5,29.0,11.75,49.0,48.0,6.0,5.76,3.63,5.0,2020-01-06 00:00:00,PF_0010019
51,1.5463525305410104,2.855941358024688,379.8904475308643,4.924521604938269,5.148086419753085,88.37095679012339,90.0,281.8133673184606,0.0,17.012669753086392,0.16700617283950614,3,27.0,26.0,11.62,44.0,28.0,7.0,22.9,20.34,35.0,2020-02-03 00:00:00,PF_0010019
52,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,4,20.0,13.0,9.0,38.0,29.0,10.0,23.42,21.14,41.0,2020-02-03 00:00:00,PF_0010019
53,1.8853701772679896,2.781825396825396,377.7814384920634,6.508789682539683,5.089355158730165,88.00562499999994,90.0,281.8133673184606,0.0,17.93388888888891,0.11705357142857141,5,22.0,12.0,6.83,37.0,21.0,17.0,16.13,71.18,157.0,2020-03-16 00:00:00,PF_0010019
54,1.8968831168831177,2.832948717948717,323.47435897435895,11.659358974358975,4.90025641025641,83.84999999999995,90.0,281.8133673184606,0.0,18.618012820512817,0.003205128205128205,6,22.0,8.5,5.99,33.0,19.0,20.0,23.27,84.1,182.0,2020-03-23 00:00:00,PF_0010019
55,2.016034482758621,2.6823956262425526,331.34535785288256,12.81532803180916,4.665168986083503,82.99262425447313,90.0,281.8133673184606,0.0,18.7110735586481,0.029373757455268393,7,29.5,19.0,7.63,33.0,20.0,17.0,11.05,73.91,139.0,2020-05-04 00:00:00,PF_0010019
56,2.0728313253012045,2.555654761904763,310.49613095238107,18.887321428571433,4.916964285714287,85.41505952380955,90.0,281.8133673184606,0.0,20.408452380952383,0.0,8,25.5,28.0,8.29,38.0,28.0,18.0,11.42,62.58,116.0,2020-05-11 00:00:00,PF_0010019
57,1.9375301204819284,2.5496428571428567,287.1863095238094,19.740178571428572,4.490714285714286,81.08416666666663,90.0,281.8133673184606,0.0,20.804523809523804,0.04023809523809524,9,14.0,8.0,6.96,35.0,22.0,20.0,5.55,34.43,119.0,2020-05-18 00:00:00,PF_0010019
58,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,10,0.0,3.0,2.75,12.5,8.0,8.0,0.1,0.0,0.0,2019-12-09 00:00:00,PF_0010019
59,1.6340259740259744,2.8448214285714304,387.7676785714287,6.911369047619047,4.565833333333334,84.9243452380952,90.0,281.8133673184606,0.0,17.32517857142857,0.014999999999999998,11,13.0,5.0,4.71,27.0,18.0,8.0,1.09,0.0,0.0,2019-12-16 00:00:00,PF_0010019
60,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,12,13.5,11.0,5.0,28.5,17.5,8.0,1.33,1.5,0.0,2019-12-16 00:00:00,PF_0010019
61,1.6595663265306118,2.7420952380952386,340.4451547619048,4.534190476190477,5.112083333333335,84.94223809523811,90.0,281.8133673184606,0.0,16.903928571428587,0.11288095238095239,13,20.5,40.5,13.11,51.0,41.0,8.0,10.54,11.21,20.0,2020-01-20 00:00:00,PF_0010019
62,1.5606588235294128,2.862187500000007,385.9407499999998,4.166500000000002,5.170854166666666,87.95083333333324,90.0,281.8133673184606,0.0,17.420958333333335,0.11797916666666669,14,23.5,18.0,10.27,37.0,22.0,10.0,15.97,29.22,74.0,2020-02-10 00:00:00,PF_0010019
63,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,15,22.0,11.0,8.0,25.0,18.0,11.0,10.23,21.63,43.0,2020-02-10 00:00:00,PF_0010019
64,1.789278996865203,2.874553571428571,384.2853273809524,6.795119047619044,5.034613095238094,88.23372023809523,90.0,281.8133673184606,0.0,18.04928571428573,0.1806547619047619,16,16.0,33.5,12.43,50.0,42.0,11.0,10.89,41.05,78.0,2020-02-24 00:00:00,PF_0010019
65,1.9356761006289296,2.739318181818182,359.0065151515156,8.823121212121208,5.0696212121212145,87.26706060606062,90.0,281.8133673184606,0.0,18.053969696969716,0.08048484848484848,17,26.5,11.5,7.03,32.0,20.0,21.0,16.24,84.29,133.0,2020-03-23 00:00:00,PF_0010019
66,1.7214814814814807,2.832108433734941,355.5669879518072,11.792891566265059,4.795180722891563,85.96500000000002,90.0,281.8133673184606,0.0,18.323614457831326,0.14409638554216866,18,20.0,14.0,8.94,43.0,25.0,13.0,16.92,73.73,115.0,2020-03-30 00:00:00,PF_0010019
67,2.05533434650456,2.6664434523809524,327.3323511904758,11.714508928571437,4.835788690476187,82.90101190476192,90.0,281.8133673184606,0.0,18.31104166666666,0.008377976190476191,19,21.0,6.0,4.67,20.5,13.0,19.0,16.57,84.3,136.0,2020-04-27 00:00:00,PF_0010019
68,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,20,22.0,55.0,4.39,16.0,13.0,20.0,16.28,84.39,119.0,2020-04-27 00:00:00,PF_0010019
69,2.1102710843373496,2.5769642857142836,316.9801190476191,18.558095238095227,4.385595238095235,82.91857142857138,90.0,281.8133673184606,0.0,20.551249999999982,0.0,21,29.5,14.5,6.99,30.0,17.0,20.0,11.04,74.09,132.0,2020-05-11 00:00:00,PF_0010019
70,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,22,14.5,39.5,7.42,36.0,29.0,8.0,2.62,2.75,6.0,2019-12-30 00:00:00,PF_0010019
71,1.6437499999999987,2.800057471264367,363.37081896551786,4.2270402298850565,5.169051724137933,87.06084770114931,90.0,281.8133673184606,0.0,16.971422413793103,0.154367816091954,23,25.0,31.0,13.41,51.0,44.0,9.0,16.38,16.7,28.0,2020-01-28 00:00:00,PF_0010019
72,1.744017241379311,2.8564583333333355,382.8088141025641,5.276923076923087,5.022403846153848,87.92479166666676,90.0,281.8133673184606,0.0,17.871217948717938,0.12392628205128209,24,14.0,30.5,10.66,46.0,38.0,11.0,10.83,40.62,101.0,2020-02-24 00:00:00,PF_0010019
73,1.7546984126984113,2.89511904761905,375.0166666666665,7.959702380952385,5.033928571428571,88.82360119047624,90.0,281.8133673184606,0.0,17.846279761904764,0.099375,25,27.0,20.0,10.18,43.0,23.5,15.0,16.48,59.21,103.0,2020-03-09 00:00:00,PF_0010019
74,2.1132710280373836,2.5777469135802473,342.40339506172836,9.718518518518522,5.106635802469128,85.65287037037038,90.0,281.8133673184606,0.0,18.269351851851862,0.060895061728395074,26,24.0,22.0,9.77,42.0,28.0,17.0,18.93,62.11,118.0,2020-03-23 00:00:00,PF_0010019
75,1.7754786150712825,2.730657370517932,333.72790836653417,10.98501992031872,4.810219123505977,84.4489641434263,90.0,281.8133673184606,0.0,18.2315737051793,0.05886454183266933,27,20.5,20.5,9.43,40.0,25.0,17.0,23.87,61.5,130.0,2020-04-13 00:00:00,PF_0010019
76,2.1940243902439023,2.7031547619047616,339.91761904761904,13.232738095238092,4.7563095238095245,83.51779761904761,90.0,281.8133673184606,0.0,18.54113095238095,0.0,28,23.5,9.5,5.59,39.5,17.0,16.0,10.53,71.63,145.0,2020-04-20 00:00:00,PF_0010019
77,2.213923541247486,2.5851587301587244,319.1650992063492,16.52323412698412,4.574246031746027,82.17448412698418,90.0,281.8133673184606,0.0,19.811111111111106,0.0,29,25.5,20.0,7.87,34.0,20.5,19.0,11.07,74.23,112.0,2020-05-11 00:00:00,PF_0010019
78,1.9375301204819284,2.5496428571428567,287.1863095238094,19.740178571428572,4.490714285714286,81.08416666666663,90.0,281.8133673184606,0.0,20.804523809523804,0.04023809523809524,30,8.5,21.0,8.87,41.0,34.0,20.0,2.74,44.71,119.0,2020-05-18 00:00:00,PF_0010019
79,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,31,2.5,20.0,8.85,39.0,37.0,21.0,3.8,44.79,110.0,2020-05-18 00:00:00,PF_0010019
80,1.8951515151515148,2.558988095238094,281.6500595238093,19.551904761904773,4.440892857142853,82.85999999999997,90.0,281.8133673184606,0.0,21.0242261904762,0.054940476190476185,32,0.0,13.5,7.38,42.0,39.0,14.0,1.0,44.85,103.0,2020-05-25 00:00:00,PF_0010019
81,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,33,15.0,15.0,7.8,39.5,31.0,8.0,1.25,1.67,2.0,2019-12-23 00:00:00,PF_0010019
82,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,34,16.0,25.5,6.83,35.0,27.0,8.0,2.42,2.8,4.0,2019-12-23 00:00:00,PF_0010019
83,1.6956346749226001,2.6327380952380945,311.961755952381,3.9091071428571382,5.077410714285717,82.26226190476191,90.0,281.8133673184606,0.0,17.04068452380952,0.0986904761904762,35,16.5,30.0,11.74,47.0,44.0,5.0,5.88,3.88,7.0,2020-01-06 00:00:00,PF_0010019
84,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,36,16.0,24.5,9.47,45.5,43.0,5.0,6.17,6.08,10.0,2020-01-06 00:00:00,PF_0010019
85,1.9079190751445083,2.7889062500000006,391.8611458333334,5.634375000000002,5.087760416666668,89.08895833333334,90.0,281.8133673184606,0.0,16.63375,0.28687499999999994,37,22.5,21.0,11.44,51.0,48.0,8.0,10.48,8.53,14.0,2020-01-14 00:00:00,PF_0010019
86,1.3924579124579117,2.8893452380952365,376.1320238095238,4.0861607142857155,5.278839285714285,87.76261904761907,90.0,281.8133673184606,0.0,17.098333333333336,0.12255952380952378,38,25.5,36.0,14.47,56.0,58.0,9.0,16.17,14.65,32.0,2020-01-28 00:00:00,PF_0010019
87,1.5711273259084098,2.0904182513977,439.6864050191001,10.117420821509185,51.18038845821006,80.08086441489175,24.595348226671742,281.8133673184606,35.83540296456104,18.36132396586097,7.610407685765206,39,23.0,28.0,10.26,46.0,41.0,8.0,10.64,16.93,30.0,2020-01-28 00:00:00,PF_0010019
88,1.3828155339805823,2.8696666666666673,371.2609166666665,6.136166666666667,4.878499999999999,88.92550000000001,90.0,281.8133673184606,0.0,17.379083333333337,0.09966666666666667,40,28.0,22.0,11.23,52.0,32.0,8.0,23.09,20.91,34.0,2020-02-03 00:00:00,PF_0010019
89,1.8881012658227836,2.810833333333334,388.10428571428577,1.6267857142857147,5.100773809523811,86.59214285714286,90.0,281.8133673184606,0.0,17.866607142857145,0.027797619047619047,41,18.5,27.5,10.73,53.0,58.0,8.0,14.08,29.19,58.0,2020-02-10 00:00:00,PF_0010019
90,1.7981777777777763,2.8696666666666677,396.87175,6.273916666666669,5.0709166666666645,88.84820833333332,90.0,281.8133673184606,0.0,17.749125000000003,0.2239166666666667,42,33.5,11.0,6.93,33.0,21.5,14.0,16.04,38.32,67.0,2020-02-20 00:00:00,PF_0010019
91,1.7577506112469432,2.893263888888891,370.083912037037,7.990462962962961,5.013912037037037,88.35113425925925,90.0,281.8133673184606,0.0,18.05814814814815,0.09340277777777774,43,32.5,18.0,8.64,42.0,26.0,17.0,17.35,59.28,146.0,2020-03-09 00:00:00,PF_0010019
92,2.3128143712574842,2.340773809523809,359.980357142857,7.916309523809526,5.298273809523808,87.32696428571424,90.0,281.8133673184606,0.0,17.94559523809524,0.11446428571428574,44,18.5,27.0,9.61,44.0,36.0,13.0,19.12,51.3,112.0,2020-03-16 00:00:00,PF_0010019
93,1.8834363411619297,2.744382566585959,333.0503268765131,11.569539951573846,4.816259079903142,84.1464527845036,90.0,281.8133673184606,0.0,18.36751815980627,0.03638014527845037,45,26.0,19.0,9.25,39.0,24.0,16.0,17.04,71.23,139.0,2020-04-20 00:00:00,PF_0010019
