,statusCode,statusMessage,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,00,NORMAL_CODE,CC01_1_R_S_2,PF_0000004_01,2016-11-02 13:00:00,FG,CR,080300,100,20161102,2,1,983.0,1,1
1,,,CC01_1_R_S_3,PF_0000004_01,2016-11-02 13:00:00,FG,CR,080300,40,20161102,2,2,,,
2,,,CC01_1_R_S_1,PF_0000004_01,2016-11-02 13:00:00,FG,CR,080300,25,20161102,2,3,,,
3,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 13:00:00,FG,CR,080300,1,20161102,2,4,,,
4,,,CC01_2_R_C,PF_0000004_01,2016-11-02 13:00:00,FG,CR,080300,35,20161102,51,5,,,
5,,,CC01_1_R_S_2,PF_0000004_01,2016-11-02 14:00:00,FG,CR,080300,100,20161102,50,6,,,
6,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 14:00:00,FG,CR,080300,1,20161102,50,7,,,
7,,,CC01_2_R_C,PF_0000004_01,2016-11-02 14:00:00,FG,CR,080300,25.8,20161102,66,8,,,
8,,,CC01_1_R_S_3,PF_0000004_01,2016-11-02 14:00:00,FG,CR,080300,40,20161102,50,9,,,
9,,,CC01_1_R_S_1,PF_0000004_01,2016-11-02 14:00:00,FG,CR,080300,25,20161102,50,10,,,
10,,,CC01_2_R_C,PF_0000004_01,2016-11-02 15:00:00,FG,CR,080300,20,20161102,62,11,,,
11,,,CC01_1_R_S_1,PF_0000004_01,2016-11-02 15:00:00,FG,CR,080300,25,20161102,2,12,,,
12,,,CC01_1_R_S_3,PF_0000004_01,2016-11-02 15:00:00,FG,CR,080300,40,20161102,2,13,,,
13,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 15:00:00,FG,CR,080300,1,20161102,2,14,,,
14,,,CC01_1_R_S_2,PF_0000004_01,2016-11-02 15:00:00,FG,CR,080300,100,20161102,2,15,,,
15,,,CC01_1_R_S_1,PF_0000004_01,2016-11-02 16:00:00,FG,CR,080300,28,20161102,2,16,,,
16,,,CC01_2_R_C,PF_0000004_01,2016-11-02 16:00:00,FG,CR,080300,.32,20161102,62,17,,,
17,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 16:00:00,FG,CR,080300,1,20161102,2,18,,,
18,,,CC01_1_R_S_2,PF_0000004_01,2016-11-02 16:00:00,FG,CR,080300,65,20161102,2,19,,,
19,,,CC01_1_R_S_3,PF_0000004_01,2016-11-02 16:00:00,FG,CR,080300,0,20161102,2,20,,,
20,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 17:00:00,FG,CR,080300,1,20161102,2,21,,,
21,,,CC01_2_R_C,PF_0000004_01,2016-11-02 17:00:00,FG,CR,080300,0,20161102,62,22,,,
22,,,CC01_1_R_S_1,PF_0000004_01,2016-11-02 17:00:00,FG,CR,080300,28,20161102,2,23,,,
23,,,CC01_1_R_S_2,PF_0000004_01,2016-11-02 17:00:00,FG,CR,080300,30,20161102,2,24,,,
24,,,CC01_1_R_S_3,PF_0000004_01,2016-11-02 17:00:00,FG,CR,080300,0,20161102,2,25,,,
25,,,CC01_2_R_C,PF_0000004_01,2016-11-02 18:00:00,FG,CR,080300,0,20161102,62,26,,,
26,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 18:00:00,FG,CR,080300,1,20161102,2,27,,,
27,,,CC01_1_R_S_3,PF_0000004_01,2016-11-02 18:00:00,FG,CR,080300,0,20161102,2,28,,,
28,,,CC01_1_R_S_1,PF_0000004_01,2016-11-02 18:00:00,FG,CR,080300,28,20161102,2,29,,,
29,,,CC01_1_R_S_2,PF_0000004_01,2016-11-02 18:00:00,FG,CR,080300,30,20161102,2,30,,,
30,,,CC01_1_R_S_2,PF_0000004_01,2016-11-02 19:00:00,FG,CR,080300,30,20161102,2,31,,,
31,,,CC01_1_R_S_4,PF_0000004_01,2016-11-02 19:00:00,FG,CR,080300,1,20161102,2,32,,,
