,id,frtstGrupp,lefstalklt,frtstSetCo,pllnLt,flanGrupp,frtstCo,flanJnt,tcdmt,frmhsFclu,hvstGrupp,hvstJnt,frmYear,frmMonth,grwtLt,fcluHg,frmhsId,lefLt,flwrCo,hvstCo,frmWeek,lefCunt,frtstJnt,lefBt,stemThck
0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,0.0,0.0,81,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0
1,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,0.0,0.0,81,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0
2,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,0.0,0.0,81,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0
3,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,0.0,0.0,81,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0
4,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,0.0,0.0,81,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0
5,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,9,0.0,0.0,81,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0
6,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,9,0.0,0.0,81,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0
7,81,2.875,0.0,0.0,0.0,3.625,7.0,0.0,0.0,4.41666666666667,0.0,0.0,2017,9,0.0,24.1666666666667,81,47.1833333333333,0.0,0.0,38,13.5833333333333,0.0,43.6,12.8166666666667
8,81,3.79166666666667,0.0,0.0,0.0,4.66666666666667,10.5833333333333,0.0,0.0,5.33333333333333,0.0,0.0,2017,9,26.8333333333333,18.6083333333333,81,45.9416666666667,0.0,0.0,39,16.0833333333333,0.0,39.9083333333333,11.5166666666667
9,81,4.00833333333333,0.0,0.0,0.0,4.93333333333333,13.1666666666667,0.0,0.0,5.83333333333333,0.0,0.0,2017,10,27.175,20.0166666666667,81,42.8916666666667,0.0,0.0,40,14.5,0.0,34.9666666666667,10.4916666666667
10,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,0.0,0.0,81,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0
11,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,0.0,0.0,81,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0
12,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,10,0.0,0.0,81,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0
13,81,5.625,0.0,0.0,0.0,6.38333333333333,0.0,0.0,0.0,7.08333333333333,0.0,0.0,2017,10,18.25,17.0166666666667,81,44.5416666666667,0.0,0.0,44,16.3333333333333,0.0,43.4083333333333,12.7808333333333
14,81,6.66666666666667,0.0,0.0,0.0,7.425,14.8333333333333,0.0,0.0,8.25,1.3,0.0,2017,11,17.9333333333333,19.3083333333333,81,46.4333333333333,0.0,0.0,45,15.0,0.0,47.275,9.50583333333333
15,81,7.25833333333333,0.0,0.0,0.0,8.4,15.6666666666667,0.0,0.0,9.25,1.76666666666667,0.0,2017,11,18.5333333333333,14.7725,81,42.7083333333333,0.0,0.0,46,13.5833333333333,0.0,39.6,8.8475
16,81,7.675,0.0,0.0,0.0,8.84166666666667,14.8333333333333,0.0,0.0,9.66666666666667,2.40833333333333,0.0,2017,11,16.825,16.9833333333333,81,44.3666666666667,0.0,0.0,47,14.0,0.0,41.3416666666667,8.5025
17,81,8.28333333333333,0.0,0.0,0.0,9.39166666666667,14.6666666666667,0.0,0.0,10.1666666666667,3.05,0.0,2017,11,17.4666666666667,18.6333333333333,81,44.3091666666667,0.0,0.0,48,13.6666666666667,0.0,39.225,9.365
18,81,8.65,0.0,0.0,0.0,9.98333333333333,13.9166666666667,0.0,0.0,10.8333333333333,3.475,0.0,2017,12,17.15,18.0666666666667,81,47.275,0.0,0.0,49,14.75,0.0,34.225,9.83083333333333
19,81,9.25,0.0,0.0,0.0,10.25,15.8333333333333,0.0,0.0,11.0,3.75833333333333,0.0,2017,12,17.5883333333333,22.535,81,45.7583333333333,0.0,0.0,50,14.1666666666667,0.0,42.65,10.1425
20,81,9.58333333333333,0.0,0.0,0.0,10.7083333333333,15.6666666666667,0.0,0.0,11.5833333333333,4.375,0.0,2017,12,12.325,20.9083333333333,81,46.0541666666667,0.0,0.0,51,14.25,0.0,44.5083333333333,8.98833333333334
21,81,10.125,0.0,0.0,0.0,10.75,16.0,0.0,0.0,11.25,4.7,0.0,2017,12,17.1833333333333,28.58,81,40.85,0.0,0.0,52,11.5833333333333,0.0,42.675,9.9175
22,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,0.0,0.0,81,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
23,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,0.0,0.0,81,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
24,81,11.2875,0.0,0.0,0.0,12.3958333333333,16.1666666666667,0.0,0.0,13.25,5.94166666666667,0.0,2018,1,0.0,32.1166666666667,81,43.8,0.0,0.0,3,12.0833333333333,0.0,51.0583333333333,9.53833333333333
25,81,11.95,0.0,0.0,0.0,12.8841666666667,16.5,0.0,0.0,13.5,6.65,0.0,2018,1,12.7416666666667,23.1,81,41.1,0.0,0.0,4,11.5,0.0,43.15,9.37
26,81,12.5841666666667,0.0,0.0,0.0,13.4666666666667,17.5833333333333,0.0,0.0,14.0833333333333,7.08083333333333,0.0,2018,1,10.5,26.5666666666667,81,41.6333333333333,0.0,0.0,5,12.25,0.0,41.9833333333333,9.9375
27,81,13.4158333333333,0.0,0.0,0.0,14.0483333333333,18.5833333333333,0.0,0.0,14.5833333333333,7.66416666666667,0.0,2018,2,14.1,21.6083333333333,81,40.8416666666667,0.0,0.0,6,13.3333333333333,0.0,39.925,9.62083333333334
28,81,13.8066666666667,0.0,0.0,0.0,14.5133333333333,18.9166666666667,0.0,0.0,15.0,7.80166666666667,0.0,2018,2,17.5,29.7181818181818,81,41.6083333333333,0.0,0.0,7,13.0833333333333,0.0,43.6416666666667,9.45833333333333
29,81,14.0808333333333,0.0,0.0,0.0,15.1191666666667,19.0,0.0,0.0,15.5833333333333,8.21833333333333,0.0,2018,2,20.0416666666667,25.0166666666667,81,38.0675,0.0,0.0,8,13.0,0.0,38.9916666666667,9.36083333333333
30,81,14.9966666666667,0.0,0.0,0.0,15.81,20.25,0.0,0.0,16.5,8.85166666666666,0.0,2018,2,17.8333333333333,20.65,81,35.65,0.0,0.0,9,16.1666666666667,0.0,33.575,9.12333333333333
31,81,15.4916666666667,0.0,0.0,0.0,16.5416666666667,19.4166666666667,0.0,0.0,17.25,9.53833333333333,0.0,2018,3,18.7416666666667,22.7166666666667,81,34.7416666666667,0.0,0.0,10,15.75,0.0,29.7666666666667,8.35833333333333
32,81,16.41,0.0,0.0,0.0,17.5291666666667,20.75,0.0,0.0,18.25,10.1641666666667,0.0,2018,3,17.4166666666667,21.325,81,34.4833333333333,0.0,0.0,11,15.0,0.0,33.65,9.2775
33,81,17.3733333333333,0.0,0.0,0.0,18.0266666666667,22.9166666666667,0.0,0.0,18.5833333333333,10.9858333333333,0.0,2018,3,16.9333333333333,18.6666666666667,81,35.0083333333333,0.0,0.0,12,14.8333333333333,0.0,29.7,8.46083333333333
34,81,18.18,0.0,0.0,0.0,18.6783333333333,21.25,0.0,0.0,19.5833333333333,11.3525,0.0,2018,3,13.7916666666667,20.7083333333333,81,35.425,0.0,0.0,13,15.25,0.0,33.7666666666667,7.35083333333333
35,81,18.795,0.0,0.0,0.0,19.35,21.75,0.0,0.0,19.9166666666667,11.9358333333333,0.0,2018,4,15.9583333333333,16.075,81,34.5583333333333,0.0,0.0,14,14.75,0.0,30.7916666666667,7.61083333333333
36,81,19.2366666666667,0.0,0.0,0.0,19.8825,22.5,0.0,0.0,20.5,12.9116666666667,0.0,2018,4,15.4,14.075,81,33.1083333333333,0.0,0.0,15,15.75,0.0,27.1,6.465
37,81,19.7883333333333,0.0,0.0,0.0,20.5533333333333,21.0833333333333,0.0,0.0,21.25,13.7283333333333,0.0,2018,4,10.7166666666667,13.075,81,32.5,0.0,0.0,16,16.0,0.0,27.4666666666667,11.8458333333333
38,81,20.6633333333333,0.0,0.0,0.0,21.2808333333333,20.8333333333333,0.0,0.0,22.0,14.6966666666667,0.0,2018,4,15.5166666666667,11.4583333333333,81,31.275,0.0,0.0,17,16.3333333333333,0.0,25.8083333333333,6.39583333333333
39,81,21.2233333333333,0.0,0.0,0.0,21.5791666666667,20.0833333333333,0.0,0.0,22.4166666666667,15.3383333333333,0.0,2018,5,12.1583333333333,16.7833333333333,81,30.85,0.0,0.0,18,16.1666666666667,0.0,26.3333333333333,6.18416666666667
40,81,21.6566666666667,0.0,0.0,0.0,22.3825,18.1666666666667,0.0,0.0,23.0833333333333,16.0658333333333,0.0,2018,5,18.0916666666667,11.7666666666667,81,31.6083333333333,0.0,0.0,19,16.0833333333333,0.0,23.8083333333333,5.10666666666667
