weeks,fruitsNum,fruitsNumPredict,onlyEnv
"(2020, 1)",6.0,24.028337627242045,0
"(2020, 1)",6.0,24.028337627242045,0
"(2020, 1)",6.0,24.028337627242045,0
"(2020, 1)",6.0,24.028337627242045,0
"(2020, 1)",6.0,24.028337627242045,0
"(2020, 1)",6.0,24.028337627242045,0
"(2020, 1)",6.0,23.818543796073207,0
"(2020, 1)",6.0,23.818543796073207,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.91021046273988,0
"(2020, 1)",6.0,23.54396046273988,0
"(2020, 1)",6.0,23.54396046273988,0
"(2020, 1)",6.0,23.49385331988274,0
"(2020, 1)",6.0,23.49385331988274,0
"(2020, 1)",6.0,23.49385331988274,0
"(2020, 1)",6.0,23.50643665321607,0
"(2020, 1)",6.0,23.50643665321607,0
"(2020, 1)",6.0,23.740325542104962,0
"(2020, 1)",6.0,23.740325542104962,0
"(2020, 1)",6.0,23.740325542104962,0
"(2020, 1)",6.0,23.740325542104962,0
"(2020, 1)",6.0,23.740325542104962,0
"(2020, 1)",6.0,23.395096514596517,0
"(2020, 1)",6.0,23.395096514596517,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,23.161207625707625,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.325916333688397,0
"(2020, 1)",6.0,24.113208000355062,0
"(2020, 1)",6.0,24.113208000355062,0
"(2020, 1)",6.0,24.113208000355062,0
"(2020, 1)",6.0,24.113208000355062,0
"(2020, 1)",6.0,24.113208000355062,0
"(2020, 1)",6.0,24.113208000355062,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,29.871793775690847,0
"(2020, 1)",6.0,30.362349331246406,0
"(2020, 1)",6.0,30.362349331246406,0
"(2020, 1)",6.0,30.362349331246406,0
"(2020, 1)",6.0,30.541137210034286,0
"(2020, 1)",6.0,30.541137210034286,0
"(2020, 1)",6.0,30.541137210034286,0
"(2020, 1)",6.0,30.541137210034286,0
"(2020, 1)",6.0,30.541137210034286,0
"(2020, 1)",6.0,30.541137210034286,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,30.97205387670095,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.134830391852464,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24967887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24467887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,31.24342887670095,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,30.985428876700947,0
"(2020, 1)",6.0,29.63550824178031,0
"(2020, 1)",6.0,29.63550824178031,0
"(2020, 1)",6.0,29.63550824178031,0
"(2020, 1)",6.0,29.63550824178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.92788324178031,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,30.428438797335865,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,29.927605464002532,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.718268925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.763893925541,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,28.898893925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.033643925540996,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.29794948109655,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.350251068398133,0
"(2020, 1)",6.0,29.24328678268385,0
"(2020, 1)",6.0,29.24328678268385,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.6191796398267,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.766124084271144,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.505151862048923,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
"(2020, 1)",6.0,29.370401862048926,0
