,fatrCode,facilityId,measDate,weeks,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num
36212,TL,PF_0010019_01,2020-02-14 19:00:00,"(2020, 7)",FG,NT,80300,90.0,20200214,20,36203
36213,TI,PF_0010019_01,2020-02-14 19:00:00,"(2020, 7)",FG,EI,80300,15.78,20200214,20,36204
36214,WS,PF_0010019_01,2020-02-14 19:00:00,"(2020, 7)",FG,EO,80300,1.03,20200214,20,36205
36215,RP,PF_0010019_01,2020-02-14 19:00:00,"(2020, 7)",FG,EO,80300,0.0,20200214,20,36202
36216,TE,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EO,80300,7.63,20200214,19,36226
36217,HE,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EO,80300,90.05,20200214,19,36233
36218,EO,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,19,36232
36219,EL,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EL,80300,2.88,20200214,19,36231
36220,PI,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,5.5,20200214,19,36230
36221,HL,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,19,36229
36222,PO,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,19,36228
36223,PL,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EL,80300,5.7,20200214,19,36227
36224,EI,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,2.9,20200214,19,36234
36225,SO,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,300.0,20200214,19,36225
36226,RP,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EO,80300,0.0,20200214,19,36223
36227,TL,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,90.0,20200214,19,36222
36228,TI,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EI,80300,15.66,20200214,19,36221
36229,WS,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EO,80300,1.0,20200214,19,36220
36230,WD,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EO,80300,8.0,20200214,19,36219
36231,HI,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EI,80300,92.97,20200214,19,36218
36232,CI,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,EI,80300,280.95,20200214,19,36217
36233,SI,PF_0010019_01,2020-02-14 20:00:00,"(2020, 7)",FG,NT,80300,20.0,20200214,19,36224
36234,PL,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EL,80300,5.71,20200214,20,36245
36235,HE,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EO,80300,90.3,20200214,20,36251
36236,EO,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,20,36250
36237,EL,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EL,80300,2.85,20200214,20,36249
36238,PI,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,5.5,20200214,20,36248
36239,HL,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,20,36247
36240,PO,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,20,36246
36241,TE,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EO,80300,7.59,20200214,20,36244
36242,HI,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EI,80300,92.98,20200214,20,36252
36243,SI,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,20.0,20200214,20,36242
36244,CI,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EI,80300,303.8,20200214,20,36235
36245,EI,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,2.9,20200214,20,36236
36246,WD,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EO,80300,8.0,20200214,20,36237
36247,SO,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,300.0,20200214,20,36243
36248,TI,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EI,80300,15.57,20200214,20,36239
36249,TL,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,NT,80300,90.0,20200214,20,36240
36250,RP,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EO,80300,0.0,20200214,20,36241
36251,WS,PF_0010019_01,2020-02-14 21:00:00,"(2020, 7)",FG,EO,80300,1.0,20200214,20,36238
36252,SI,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,20.0,20200214,19,36270
36253,SO,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,300.0,20200214,19,36269
36254,WD,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EO,80300,5.0,20200214,19,36268
36255,PL,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EL,80300,5.73,20200214,19,36267
36256,TI,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EI,80300,16.96,20200214,19,36266
36257,PO,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,19,36265
36258,HI,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EI,80300,92.67,20200214,19,36263
36259,TL,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,90.0,20200214,19,36262
36260,EI,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,2.9,20200214,19,36264
36261,WS,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EO,80300,1.16,20200214,19,36260
36262,HL,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,19,36261
36263,TE,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EO,80300,7.17,20200214,19,36254
36264,EO,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,19,36255
36265,CI,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EI,80300,323.53,20200214,19,36256
36266,HE,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EO,80300,91.0,20200214,19,36253
36267,RP,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EO,80300,0.0,20200214,19,36258
36268,PI,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,NT,80300,5.5,20200214,19,36259
36269,EL,PF_0010019_01,2020-02-14 22:00:00,"(2020, 7)",FG,EL,80300,2.83,20200214,19,36257
36270,TL,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,90.0,20200214,20,36281
36271,CI,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EI,80300,341.1,20200214,20,36288
36272,HE,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EO,80300,91.25,20200214,20,36287
36273,EI,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,2.9,20200214,20,36286
36274,WD,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EO,80300,4.0,20200214,20,36285
36275,WS,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EO,80300,1.12,20200214,20,36284
36276,TE,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EO,80300,6.89,20200214,20,36283
36277,TI,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EI,80300,16.98,20200214,20,36282
36278,RP,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EO,80300,0.0,20200214,20,36280
36279,PI,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,5.5,20200214,20,36273
36280,SO,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,300.0,20200214,20,36278
36281,PL,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EL,80300,5.74,20200214,20,36277
36282,PO,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,20,36276
36283,HI,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EI,80300,91.88,20200214,20,36275
36284,HL,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,20,36274
36285,EL,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,EL,80300,2.82,20200214,20,36272
36286,EO,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,0.0,20200214,20,36271
36287,SI,PF_0010019_01,2020-02-14 23:00:00,"(2020, 7)",FG,NT,80300,20.0,20200214,20,36279
36288,WD,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EO,80300,4.0,20200215,20,36300
36289,WS,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EO,80300,1.65,20200215,20,36301
36290,TI,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EI,80300,15.9,20200215,20,36302
36291,HE,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EO,80300,91.75,20200215,20,36306
36292,RP,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,20,36304
36293,SI,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,20,36305
36294,EL,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EL,80300,2.81,20200215,20,36299
36295,TL,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,20,36303
36296,PI,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,20,36298
36297,SO,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,20,36290
36298,PO,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36296
36299,EO,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36289
36300,HI,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EI,80300,92.2,20200215,20,36291
36301,CI,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EI,80300,358.8,20200215,20,36292
36302,HL,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36297
36303,TE,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EO,80300,6.43,20200215,20,36294
36304,PL,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,EL,80300,5.75,20200215,20,36295
36305,EI,PF_0010019_01,2020-02-15 00:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,20,36293
36306,HE,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EO,80300,91.0,20200215,19,36324
36307,PI,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,19,36316
36308,RP,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,19,36322
36309,TL,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,19,36321
36310,TI,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EI,80300,15.1,20200215,19,36320
36311,WS,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EO,80300,1.5,20200215,19,36319
36312,WD,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EO,80300,4.0,20200215,19,36318
36313,EL,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EL,80300,2.79,20200215,19,36317
36314,SI,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,19,36323
36315,HL,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36315
36316,PL,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EL,80300,5.76,20200215,19,36313
36317,TE,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EO,80300,6.24,20200215,19,36312
36318,EI,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,19,36311
36319,CI,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EI,80300,376.16,20200215,19,36310
36320,HI,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,EI,80300,92.5,20200215,19,36309
36321,SO,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,19,36308
36322,EO,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36307
36323,PO,PF_0010019_01,2020-02-15 01:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36314
36324,WD,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EO,80300,4.0,20200215,20,36336
36325,HE,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EO,80300,91.5,20200215,20,36342
36326,SI,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,20,36341
36327,RP,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,20,36340
36328,TL,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,20,36339
36329,TI,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EI,80300,15.47,20200215,20,36338
36330,WS,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EO,80300,1.1,20200215,20,36337
36331,PI,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,20,36334
36332,EL,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EL,80300,2.78,20200215,20,36335
36333,PO,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36332
36334,SO,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,20,36326
36335,HI,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EI,80300,92.44,20200215,20,36327
36336,CI,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EI,80300,386.2,20200215,20,36328
36337,EO,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36325
36338,TE,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EO,80300,5.32,20200215,20,36330
36339,PL,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,EL,80300,5.77,20200215,20,36331
36340,HL,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36333
36341,EI,PF_0010019_01,2020-02-15 02:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,20,36329
36342,EL,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EL,80300,2.78,20200215,19,36353
36343,HE,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EO,80300,92.16,20200215,19,36360
36344,SI,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,19,36359
36345,RP,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,19,36358
36346,TL,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,19,36357
36347,TI,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EI,80300,15.95,20200215,19,36356
36348,WS,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EO,80300,1.45,20200215,19,36355
36349,WD,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EO,80300,4.58,20200215,19,36354
36350,PI,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,19,36352
36351,HL,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36351
36352,PO,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36350
36353,PL,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EL,80300,5.78,20200215,19,36349
36354,TE,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EO,80300,4.87,20200215,19,36348
36355,EI,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,19,36347
36356,CI,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EI,80300,396.47,20200215,19,36346
36357,HI,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,EI,80300,91.13,20200215,19,36345
36358,SO,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,19,36344
36359,EO,PF_0010019_01,2020-02-15 03:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36343
36360,SI,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,20,36377
36361,RP,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,20,36376
36362,TL,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,20,36375
36363,TI,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EI,80300,15.13,20200215,20,36374
36364,WS,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EO,80300,,20200215,20,36373
36365,WD,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EO,80300,7.0,20200215,20,36372
36366,EL,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EL,80300,2.78,20200215,20,36371
36367,PI,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,20,36370
36368,HE,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EO,80300,92.55,20200215,20,36378
36369,PO,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36368
36370,EO,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36361
36371,SO,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,20,36362
36372,HI,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EI,80300,92.1,20200215,20,36363
36373,HL,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36369
36374,EI,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,20,36365
36375,TE,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EO,80300,4.56,20200215,20,36366
36376,PL,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EL,80300,5.78,20200215,20,36367
36377,CI,PF_0010019_01,2020-02-15 04:00:00,"(2020, 7)",FG,EI,80300,413.65,20200215,20,36364
36378,EL,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EL,80300,2.77,20200215,20,36389
36379,SI,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,20,36395
36380,RP,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,20,36394
36381,TL,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,20,36393
36382,TI,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EI,80300,14.9,20200215,20,36392
36383,WS,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EO,80300,1.0,20200215,20,36391
36384,WD,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EO,80300,7.0,20200215,20,36390
36385,PI,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,20,36388
36386,HE,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EO,80300,92.55,20200215,20,36396
36387,PO,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36386
36388,EO,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36379
36389,SO,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,20,36380
36390,HI,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EI,80300,92.55,20200215,20,36381
36391,HL,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36387
36392,EI,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,20,36383
36393,TE,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EO,80300,3.99,20200215,20,36384
36394,PL,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EL,80300,5.78,20200215,20,36385
36395,CI,PF_0010019_01,2020-02-15 05:00:00,"(2020, 7)",FG,EI,80300,432.6,20200215,20,36382
36396,PO,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36406
36397,TL,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,19,36413
36398,TI,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EI,80300,15.39,20200215,19,36412
36399,WS,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EO,80300,1.07,20200215,19,36411
36400,WD,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EO,80300,3.32,20200215,19,36410
36401,PI,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,19,36409
36402,HL,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36408
36403,RP,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,19,36407
36404,SI,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,19,36414
36405,PL,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EL,80300,5.78,20200215,19,36405
36406,SO,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,19,36403
36407,EL,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EL,80300,2.76,20200215,19,36402
36408,EI,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,19,36401
36409,CI,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EI,80300,441.95,20200215,19,36400
36410,HI,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EI,80300,92.66,20200215,19,36399
36411,HE,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EO,80300,92.84,20200215,19,36398
36412,EO,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,19,36397
36413,TE,PF_0010019_01,2020-02-15 06:00:00,"(2020, 7)",FG,EO,80300,3.14,20200215,19,36404
36414,EI,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,2.9,20200215,20,36425
36415,SO,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,20,36431
36416,PI,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,20,36430
36417,HE,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EO,80300,92.35,20200215,20,36429
36418,EL,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EL,80300,2.75,20200215,20,36428
36419,WD,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EO,80300,3.65,20200215,20,36427
36420,PO,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36432
36421,WS,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EO,80300,1.37,20200215,20,36424
36422,TL,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,20,36426
36423,CI,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EI,80300,451.05,20200215,20,36422
36424,HI,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EI,80300,91.57,20200215,20,36415
36425,EO,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36416
36426,RP,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,20,36417
36427,SI,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,20,36423
36428,PL,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EL,80300,5.79,20200215,20,36419
36429,TE,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EO,80300,3.3,20200215,20,36420
36430,HL,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36421
36431,TI,PF_0010019_01,2020-02-15 07:00:00,"(2020, 7)",FG,EI,80300,16.19,20200215,20,36418
36432,RP,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EO,80300,0.0,20200215,20,36450
36433,HI,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EI,80300,89.69,20200215,20,36449
36434,HL,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36448
36435,PI,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,5.5,20200215,20,36447
36436,WD,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EO,80300,3.35,20200215,20,36446
36437,WS,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EO,80300,1.97,20200215,20,36445
36438,TI,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EI,80300,17.21,20200215,20,36443
36439,TL,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,90.0,20200215,20,36442
36440,TE,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EO,80300,7.39,20200215,20,36444
36441,EO,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36440
36442,SI,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,20.0,20200215,20,36441
36443,PL,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EL,80300,5.79,20200215,20,36434
36444,SO,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,300.0,20200215,20,36435
36445,EL,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EL,80300,2.75,20200215,20,36436
36446,PO,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,NT,80300,0.0,20200215,20,36433
36447,CI,PF_0010019_01,2020-02-15 08:00:00,"(2020, 7)",FG,EI,80300,470.5,20200215,20,36438
