,fatrCode,facilityId,measDate,weeks,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num
38681,TI,PF_0010019_01,2020-02-20 12:00:00,"(2020, 8)",FG,EI,80300,25.89,20200220,20,38665
38682,SI,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,19,38699
38683,SO,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,19,38698
38684,PI,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,19,38697
38685,PL,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EL,80300,5.49,20200220,19,38696
38686,PO,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38695
38687,HI,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EI,80300,74.39,20200220,19,38694
38688,HL,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38693
38689,EL,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EL,80300,3.01,20200220,19,38692
38690,TE,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EO,80300,18.73,20200220,19,38700
38691,HE,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EO,80300,45.79,20200220,19,38690
38692,TI,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EI,80300,27.07,20200220,19,38683
38693,RP,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,19,38684
38694,WS,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EO,80300,1.88,20200220,19,38685
38695,EO,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38691
38696,TL,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,19,38687
38697,EI,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,19,38688
38698,CI,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EI,80300,316.21,20200220,19,38689
38699,WD,PF_0010019_01,2020-02-20 13:00:00,"(2020, 8)",FG,EO,80300,7.05,20200220,19,38686
38700,EL,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EL,80300,3.01,20200220,20,38711
38701,SO,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38717
38702,PI,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38716
38703,PL,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EL,80300,5.56,20200220,20,38715
38704,PO,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38714
38705,HI,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EI,80300,78.85,20200220,20,38713
38706,HL,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38712
38707,EO,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38710
38708,SI,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38718
38709,CI,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EI,80300,320.3,20200220,20,38708
38710,RP,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38701
38711,TI,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EI,80300,27.2,20200220,20,38702
38712,TE,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EO,80300,17.64,20200220,20,38703
38713,HE,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EO,80300,45.95,20200220,20,38709
38714,WD,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EO,80300,6.1,20200220,20,38705
38715,TL,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38706
38716,EI,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38707
38717,WS,PF_0010019_01,2020-02-20 14:00:00,"(2020, 8)",FG,EO,80300,1.56,20200220,20,38704
38718,PI,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38728
38719,WD,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EO,80300,7.35,20200220,20,38735
38720,WS,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EO,80300,2.01,20200220,20,38734
38721,TE,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EO,80300,16.03,20200220,20,38733
38722,TI,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EI,80300,26.55,20200220,20,38732
38723,RP,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38731
38724,SI,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38730
38725,SO,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38729
38726,TL,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38736
38727,PL,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EL,80300,5.51,20200220,20,38727
38728,HI,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EI,80300,80.22,20200220,20,38725
38729,HL,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38724
38730,EL,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EL,80300,3.1,20200220,20,38723
38731,EO,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38722
38732,HE,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EO,80300,47.9,20200220,20,38721
38733,CI,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,EI,80300,267.2,20200220,20,38720
38734,EI,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38719
38735,PO,PF_0010019_01,2020-02-20 15:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38726
38736,PL,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EL,80300,5.56,20200220,19,38748
38737,TE,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EO,80300,14.73,20200220,19,38754
38738,TI,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EI,80300,24.43,20200220,19,38753
38739,TL,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,19,38752
38740,RP,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,19,38751
38741,SI,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,19,38750
38742,SO,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,19,38749
38743,PO,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38747
38744,HI,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EI,80300,84.45,20200220,19,38746
38745,HL,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38745
38746,WD,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EO,80300,6.53,20200220,19,38738
38747,EI,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,19,38739
38748,CI,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EI,80300,190.16,20200220,19,38740
38749,WS,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EO,80300,2.51,20200220,19,38737
38750,EO,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38742
38751,EL,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EL,80300,3.13,20200220,19,38743
38752,PI,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,19,38744
38753,HE,PF_0010019_01,2020-02-20 16:00:00,"(2020, 8)",FG,EO,80300,55.42,20200220,19,38741
38754,TI,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EI,80300,20.29,20200220,20,38765
38755,HL,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38772
38756,WS,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EO,80300,2.83,20200220,20,38771
38757,EO,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38770
38758,SO,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38769
38759,WD,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EO,80300,6.65,20200220,20,38768
38760,HE,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EO,80300,70.55,20200220,20,38767
38761,SI,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38766
38762,CI,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EI,80300,167.05,20200220,20,38764
38763,RP,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38763
38764,EL,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EL,80300,3.12,20200220,20,38762
38765,TL,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38761
38766,PO,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38760
38767,PI,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38759
38768,EI,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38758
38769,HI,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EI,80300,88.52,20200220,20,38757
38770,PL,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EL,80300,5.63,20200220,20,38756
38771,TE,PF_0010019_01,2020-02-20 17:00:00,"(2020, 8)",FG,EO,80300,11.36,20200220,20,38755
38772,PO,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38789
38773,PL,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EL,80300,5.71,20200220,20,38788
38774,SO,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38787
38775,SI,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38786
38776,RP,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38785
38777,TL,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38784
38778,TI,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EI,80300,17.35,20200220,20,38783
38779,TE,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EO,80300,8.25,20200220,20,38782
38780,HI,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EI,80300,92.58,20200220,20,38790
38781,WD,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EO,80300,6.6,20200220,20,38780
38782,HL,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38773
38783,PI,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38774
38784,EL,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EL,80300,3.08,20200220,20,38775
38785,WS,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EO,80300,1.41,20200220,20,38781
38786,HE,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EO,80300,79.25,20200220,20,38777
38787,CI,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,EI,80300,201.65,20200220,20,38778
38788,EI,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38779
38789,EO,PF_0010019_01,2020-02-20 18:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38776
38790,EO,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38801
38791,PI,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,19,38807
38792,RP,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,19,38806
38793,HI,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EI,80300,93.09,20200220,19,38805
38794,EL,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EL,80300,3.01,20200220,19,38804
38795,WD,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EO,80300,7.0,20200220,19,38803
38796,PO,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38802
38797,TI,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EI,80300,17.02,20200220,19,38800
38798,TL,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,19,38808
38799,TE,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EO,80300,6.57,20200220,19,38798
38800,HE,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EO,80300,83.84,20200220,19,38791
38801,HL,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38792
38802,SO,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,19,38793
38803,PL,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EL,80300,5.75,20200220,19,38799
38804,WS,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EO,80300,1.0,20200220,19,38795
38805,SI,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,19,38796
38806,EI,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,19,38797
38807,CI,PF_0010019_01,2020-02-20 19:00:00,"(2020, 8)",FG,EI,80300,248.79,20200220,19,38794
38808,HI,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EI,80300,92.68,20200220,20,38818
38809,TI,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EI,80300,16.21,20200220,20,38825
38810,TL,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38824
38811,RP,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38823
38812,SI,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38822
38813,SO,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38821
38814,PL,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EL,80300,5.77,20200220,20,38820
38815,PO,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38819
38816,TE,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EO,80300,5.16,20200220,20,38826
38817,HL,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38817
38818,EL,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EL,80300,2.95,20200220,20,38815
38819,EO,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38814
38820,HE,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EO,80300,86.05,20200220,20,38813
38821,CI,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EI,80300,273.45,20200220,20,38812
38822,EI,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38811
38823,WD,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EO,80300,3.95,20200220,20,38810
38824,WS,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,EO,80300,0.76,20200220,20,38809
38825,PI,PF_0010019_01,2020-02-20 20:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38816
38826,SI,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38838
38827,HE,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EO,80300,87.75,20200220,20,38839
38828,WD,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EO,80300,3.0,20200220,20,38840
38829,HL,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38844
38830,EO,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38842
38831,WS,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EO,80300,0.81,20200220,20,38843
38832,TI,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EI,80300,15.64,20200220,20,38837
38833,SO,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38841
38834,CI,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EI,80300,297.6,20200220,20,38836
38835,RP,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38835
38836,EL,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EL,80300,2.91,20200220,20,38834
38837,TL,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38833
38838,PO,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38832
38839,PI,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38831
38840,EI,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38830
38841,HI,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EI,80300,92.51,20200220,20,38829
38842,PL,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EL,80300,5.78,20200220,20,38828
38843,TE,PF_0010019_01,2020-02-20 21:00:00,"(2020, 8)",FG,EO,80300,3.86,20200220,20,38827
38844,HI,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EI,80300,91.42,20200220,19,38862
38845,PO,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38861
38846,PL,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EL,80300,5.81,20200220,19,38860
38847,SO,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,19,38859
38848,SI,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,19,38858
38849,RP,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,19,38857
38850,TL,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,19,38856
38851,TI,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EI,80300,16.74,20200220,19,38855
38852,TE,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EO,80300,3.55,20200220,19,38854
38853,HL,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38845
38854,WD,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EO,80300,3.16,20200220,19,38852
38855,EI,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,19,38851
38856,CI,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EI,80300,315.26,20200220,19,38850
38857,HE,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EO,80300,87.95,20200220,19,38849
38858,EO,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,19,38848
38859,EL,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EL,80300,2.89,20200220,19,38847
38860,PI,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,19,38846
38861,WS,PF_0010019_01,2020-02-20 22:00:00,"(2020, 8)",FG,EO,80300,1.69,20200220,19,38853
38862,PO,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38874
38863,WD,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EO,80300,3.45,20200220,20,38875
38864,EL,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EL,80300,2.87,20200220,20,38876
38865,EO,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38873
38866,RP,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EO,80300,0.0,20200220,20,38878
38867,PI,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,5.5,20200220,20,38879
38868,TL,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,90.0,20200220,20,38880
38869,HI,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EI,80300,92.04,20200220,20,38877
38870,TI,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EI,80300,16.18,20200220,20,38872
38871,HE,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EO,80300,89.2,20200220,20,38863
38872,TE,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EO,80300,3.44,20200220,20,38870
38873,EI,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,2.9,20200220,20,38869
38874,SI,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,20.0,20200220,20,38868
38875,WS,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EO,80300,2.27,20200220,20,38867
38876,CI,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EI,80300,341.2,20200220,20,38866
38877,SO,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,300.0,20200220,20,38865
38878,HL,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,NT,80300,0.0,20200220,20,38864
38879,PL,PF_0010019_01,2020-02-20 23:00:00,"(2020, 8)",FG,EL,80300,5.81,20200220,20,38871
38880,EI,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,2.9,20200221,20,38892
38881,CI,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EI,80300,357.85,20200221,20,38893
38882,HE,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EO,80300,87.25,20200221,20,38894
38883,TE,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EO,80300,3.82,20200221,20,38898
38884,EL,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EL,80300,2.86,20200221,20,38896
38885,HL,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,0.0,20200221,20,38897
38886,RP,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EO,80300,0.0,20200221,20,38891
38887,EO,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,0.0,20200221,20,38895
38888,SI,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,20.0,20200221,20,38890
38889,TI,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EI,80300,15.54,20200221,20,38881
38890,PI,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,5.5,20200221,20,38888
38891,PL,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EL,80300,5.81,20200221,20,38887
38892,PO,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,0.0,20200221,20,38886
38893,TL,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,90.0,20200221,20,38885
38894,WD,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EO,80300,3.4,20200221,20,38884
38895,WS,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EO,80300,1.33,20200221,20,38883
38896,HI,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,EI,80300,92.52,20200221,20,38882
38897,SO,PF_0010019_01,2020-02-21 00:00:00,"(2020, 8)",FG,NT,80300,300.0,20200221,20,38889
38898,TE,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EO,80300,3.11,20200221,19,38916
38899,HL,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,0.0,20200221,19,38915
38900,EL,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EL,80300,2.85,20200221,19,38914
38901,EO,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,0.0,20200221,19,38913
38902,HE,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EO,80300,88.0,20200221,19,38912
38903,CI,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EI,80300,376.47,20200221,19,38911
38904,EI,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,2.9,20200221,19,38910
38905,RP,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EO,80300,0.0,20200221,19,38909
38906,SI,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,20.0,20200221,19,38908
38907,PI,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,5.5,20200221,19,38906
38908,PL,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EL,80300,5.82,20200221,19,38905
38909,PO,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,0.0,20200221,19,38904
38910,TL,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,90.0,20200221,19,38903
38911,WD,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EO,80300,3.32,20200221,19,38902
38912,WS,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EO,80300,1.62,20200221,19,38901
38913,HI,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EI,80300,92.48,20200221,19,38900
38914,TI,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,EI,80300,15.03,20200221,19,38899
38915,SO,PF_0010019_01,2020-02-21 01:00:00,"(2020, 8)",FG,NT,80300,300.0,20200221,19,38907
38916,EI,PF_0010019_01,2020-02-21 02:00:00,"(2020, 8)",FG,NT,80300,2.9,20200221,20,38928
