,examinDe,fcltyId,itemCode,croppingSerlNo,examinMasterSn,examinSn,sampleNo,examinIemCode,examinIemNm,examinIemValue,examinIemUnit
0,20181028,PF_0002551_01,080300,511,3476,181585,1,10000017,평균 과중,0.0,g
1,20181028,PF_0002551_01,080300,511,3476,181586,1,10000002,생장길이,200.0,cm
2,20181028,PF_0002551_01,080300,511,3476,181587,1,10000008,화방높이,33.0,cm
3,20181028,PF_0002551_01,080300,511,3476,181588,1,10000007,줄기직경,15.0,mm
4,20181028,PF_0002551_01,080300,511,3476,181589,1,10000004,엽장,13.0,cm
5,20181028,PF_0002551_01,080300,511,3476,181590,1,10000005,엽폭,7.0,cm
6,20181028,PF_0002551_01,080300,511,3476,181591,1,10000003,엽수,55.0,개
7,20181028,PF_0002551_01,080300,511,3476,181592,1,10000014,개화군,0.2,점
8,20181028,PF_0002551_01,080300,511,3476,181593,1,10000015,착과군,0.2,점
9,20181028,PF_0002551_01,080300,511,3476,181594,1,10000012,열매수,10.0,개
10,20181028,PF_0002551_01,080300,511,3476,181595,1,10000016,수확군,0.0,점
11,20181028,PF_0002551_01,080300,511,3476,181598,2,10000012,열매수,10.0,개
12,20181028,PF_0002551_01,080300,511,3476,181599,2,10000003,엽수,50.0,개
13,20181028,PF_0002551_01,080300,511,3476,181600,2,10000002,생장길이,210.0,cm
14,20181028,PF_0002551_01,080300,511,3476,181601,2,10000008,화방높이,25.0,cm
15,20181028,PF_0002551_01,080300,511,3476,181602,2,10000007,줄기직경,10.0,mm
16,20181028,PF_0002551_01,080300,511,3476,181603,2,10000014,개화군,0.6,점
17,20181028,PF_0002551_01,080300,511,3476,181604,2,10000005,엽폭,6.0,cm
18,20181028,PF_0002551_01,080300,511,3476,181606,2,10000017,평균 과중,0.0,g
19,20181028,PF_0002551_01,080300,511,3476,181607,2,10000015,착과군,0.2,점
20,20181028,PF_0002551_01,080300,511,3476,181609,2,10000004,엽장,14.0,cm
21,20181028,PF_0002551_01,080300,511,3476,181610,2,10000016,수확군,0.0,점
22,20181028,PF_0002551_01,080300,511,3476,181611,3,10000003,엽수,58.0,개
23,20181028,PF_0002551_01,080300,511,3476,181612,3,10000014,개화군,0.6,점
24,20181028,PF_0002551_01,080300,511,3476,181613,3,10000015,착과군,0.4,점
25,20181028,PF_0002551_01,080300,511,3476,181614,3,10000007,줄기직경,11.0,mm
26,20181028,PF_0002551_01,080300,511,3476,181615,3,10000012,열매수,9.0,개
27,20181028,PF_0002551_01,080300,511,3476,181616,3,10000016,수확군,0.0,점
28,20181028,PF_0002551_01,080300,511,3476,181617,3,10000002,생장길이,190.0,cm
29,20181028,PF_0002551_01,080300,511,3476,181618,3,10000017,평균 과중,0.0,g
30,20181028,PF_0002551_01,080300,511,3476,181619,3,10000004,엽장,20.0,cm
31,20181028,PF_0002551_01,080300,511,3476,181622,3,10000008,화방높이,8.0,cm
32,20181028,PF_0002551_01,080300,511,3476,181623,3,10000005,엽폭,6.0,cm
33,20181028,PF_0002551_01,080300,511,3476,181624,4,10000016,수확군,0.0,점
34,20181028,PF_0002551_01,080300,511,3476,181626,4,10000015,착과군,0.0,점
35,20181028,PF_0002551_01,080300,511,3476,181627,4,10000007,줄기직경,15.0,mm
36,20181028,PF_0002551_01,080300,511,3476,181629,4,10000017,평균 과중,0.0,g
37,20181028,PF_0002551_01,080300,511,3476,181630,4,10000005,엽폭,5.0,cm
38,20181028,PF_0002551_01,080300,511,3476,181631,4,10000002,생장길이,150.0,cm
39,20181028,PF_0002551_01,080300,511,3476,181632,4,10000004,엽장,7.0,cm
40,20181028,PF_0002551_01,080300,511,3476,181633,4,10000012,열매수,5.0,개
41,20181028,PF_0002551_01,080300,511,3476,181634,4,10000008,화방높이,18.0,cm
42,20181028,PF_0002551_01,080300,511,3476,181635,4,10000003,엽수,52.0,개
43,20181028,PF_0002551_01,080300,511,3476,181636,4,10000014,개화군,0.6,점
44,20181030,PF_0002551_01,080300,511,3786,197757,1,10000002,생장길이,200.0,cm
45,20181030,PF_0002551_01,080300,511,3786,197758,1,10000008,화방높이,33.0,cm
46,20181030,PF_0002551_01,080300,511,3786,197759,1,10000007,줄기직경,15.0,mm
47,20181030,PF_0002551_01,080300,511,3786,197760,1,10000004,엽장,13.0,cm
48,20181030,PF_0002551_01,080300,511,3786,197761,1,10000005,엽폭,7.0,cm
49,20181030,PF_0002551_01,080300,511,3786,197762,1,10000003,엽수,55.0,개
50,20181030,PF_0002551_01,080300,511,3786,197763,1,10000014,개화군,0.2,점
51,20181030,PF_0002551_01,080300,511,3786,197764,1,10000015,착과군,0.2,점
52,20181030,PF_0002551_01,080300,511,3786,197765,1,10000012,열매수,10.0,개
53,20181030,PF_0002551_01,080300,511,3786,197766,1,10000016,수확군,0.0,점
54,20181030,PF_0002551_01,080300,511,3786,197769,1,10000017,평균 과중,0.0,g
55,20181030,PF_0002551_01,080300,511,3786,197770,2,10000002,생장길이,210.0,cm
56,20181030,PF_0002551_01,080300,511,3786,197771,2,10000008,화방높이,25.0,cm
57,20181030,PF_0002551_01,080300,511,3786,197772,2,10000007,줄기직경,10.0,mm
58,20181030,PF_0002551_01,080300,511,3786,197773,2,10000004,엽장,14.0,cm
59,20181030,PF_0002551_01,080300,511,3786,197774,2,10000005,엽폭,6.0,cm
60,20181030,PF_0002551_01,080300,511,3786,197775,2,10000003,엽수,50.0,개
61,20181030,PF_0002551_01,080300,511,3786,197776,2,10000014,개화군,0.6,점
62,20181030,PF_0002551_01,080300,511,3786,197777,2,10000015,착과군,0.2,점
63,20181030,PF_0002551_01,080300,511,3786,197778,2,10000012,열매수,10.0,개
64,20181030,PF_0002551_01,080300,511,3786,197779,2,10000016,수확군,0.0,점
65,20181030,PF_0002551_01,080300,511,3786,197782,2,10000017,평균 과중,0.0,g
66,20181030,PF_0002551_01,080300,511,3786,197783,3,10000002,생장길이,190.0,cm
67,20181030,PF_0002551_01,080300,511,3786,197784,3,10000008,화방높이,8.0,cm
68,20181030,PF_0002551_01,080300,511,3786,197785,3,10000007,줄기직경,11.0,mm
69,20181030,PF_0002551_01,080300,511,3786,197786,3,10000004,엽장,20.0,cm
70,20181030,PF_0002551_01,080300,511,3786,197787,3,10000005,엽폭,6.0,cm
71,20181030,PF_0002551_01,080300,511,3786,197788,3,10000003,엽수,58.0,개
72,20181030,PF_0002551_01,080300,511,3786,197789,3,10000014,개화군,0.6,점
73,20181030,PF_0002551_01,080300,511,3786,197790,3,10000015,착과군,0.4,점
74,20181030,PF_0002551_01,080300,511,3786,197791,3,10000012,열매수,9.0,개
75,20181030,PF_0002551_01,080300,511,3786,197792,3,10000016,수확군,0.0,점
76,20181030,PF_0002551_01,080300,511,3786,197795,3,10000017,평균 과중,0.0,g
77,20181030,PF_0002551_01,080300,511,3786,197796,4,10000002,생장길이,150.0,cm
78,20181030,PF_0002551_01,080300,511,3786,197797,4,10000008,화방높이,18.0,cm
79,20181030,PF_0002551_01,080300,511,3786,197798,4,10000007,줄기직경,15.0,mm
80,20181030,PF_0002551_01,080300,511,3786,197799,4,10000004,엽장,7.0,cm
81,20181030,PF_0002551_01,080300,511,3786,197800,4,10000005,엽폭,5.0,cm
82,20181030,PF_0002551_01,080300,511,3786,197801,4,10000003,엽수,52.0,개
83,20181030,PF_0002551_01,080300,511,3786,197802,4,10000014,개화군,0.6,점
84,20181030,PF_0002551_01,080300,511,3786,197803,4,10000015,착과군,0.0,점
85,20181030,PF_0002551_01,080300,511,3786,197804,4,10000012,열매수,5.0,개
86,20181030,PF_0002551_01,080300,511,3786,197805,4,10000016,수확군,0.0,점
87,20181030,PF_0002551_01,080300,511,3786,197808,4,10000017,평균 과중,0.0,g
88,20181106,PF_0002551_01,080300,511,3787,197809,1,10000002,생장길이,6.0,cm
89,20181106,PF_0002551_01,080300,511,3787,197810,1,10000008,화방높이,20.0,cm
90,20181106,PF_0002551_01,080300,511,3787,197811,1,10000007,줄기직경,10.0,mm
91,20181106,PF_0002551_01,080300,511,3787,197812,1,10000004,엽장,14.5,cm
92,20181106,PF_0002551_01,080300,511,3787,197813,1,10000005,엽폭,7.0,cm
93,20181106,PF_0002551_01,080300,511,3787,197814,1,10000003,엽수,60.0,개
94,20181106,PF_0002551_01,080300,511,3787,197815,1,10000014,개화군,0.4,점
95,20181106,PF_0002551_01,080300,511,3787,197816,1,10000015,착과군,0.6,점
96,20181106,PF_0002551_01,080300,511,3787,197817,1,10000012,열매수,13.0,개
97,20181106,PF_0002551_01,080300,511,3787,197818,1,10000016,수확군,0.0,점
98,20181106,PF_0002551_01,080300,511,3787,197821,1,10000017,평균 과중,0.0,g
99,20181106,PF_0002551_01,080300,511,3787,197822,2,10000002,생장길이,7.0,cm
100,20181106,PF_0002551_01,080300,511,3787,197823,2,10000008,화방높이,15.0,cm
101,20181106,PF_0002551_01,080300,511,3787,197824,2,10000007,줄기직경,13.0,mm
102,20181106,PF_0002551_01,080300,511,3787,197825,2,10000004,엽장,16.0,cm
103,20181106,PF_0002551_01,080300,511,3787,197826,2,10000005,엽폭,11.0,cm
104,20181106,PF_0002551_01,080300,511,3787,197827,2,10000003,엽수,65.0,개
105,20181106,PF_0002551_01,080300,511,3787,197828,2,10000014,개화군,0.6,점
106,20181106,PF_0002551_01,080300,511,3787,197829,2,10000015,착과군,0.0,점
107,20181106,PF_0002551_01,080300,511,3787,197830,2,10000012,열매수,11.0,개
108,20181106,PF_0002551_01,080300,511,3787,197831,2,10000016,수확군,0.0,점
109,20181106,PF_0002551_01,080300,511,3787,197834,2,10000017,평균 과중,0.0,g
