,examinDe,fcltyId,itemCode,croppingSerlNo,examinMasterSn,examinSn,sampleNo,examinIemCode,examinIemNm,examinIemValue,examinIemUnit
0,20150920,PFS_0000007_01,080300,70,848,44097,1,10000002,생장길이,94.33,cm
1,20150920,PFS_0000007_01,080300,70,848,44098,1,10000008,화방높이,19.67,cm
2,20150920,PFS_0000007_01,080300,70,848,44099,1,10000007,줄기직경,10.67,mm
3,20150920,PFS_0000007_01,080300,70,848,44100,1,10000004,엽장,60.33,cm
4,20150920,PFS_0000007_01,080300,70,848,44101,1,10000005,엽폭,57.0,cm
5,20150920,PFS_0000007_01,080300,70,848,44102,1,10000003,엽수,16.33,개
6,20150920,PFS_0000007_01,080300,70,848,44103,1,10000014,개화군,2.44,점
7,20150920,PFS_0000007_01,080300,70,848,44104,1,10000015,착과군,1.61,점
8,20150920,PFS_0000007_01,080300,70,848,44105,1,10000012,열매수,2.0,개
9,20150920,PFS_0000007_01,080300,70,848,44106,1,10000016,수확군,0.0,점
10,20150920,PFS_0000007_01,080300,70,848,44107,1,10000019,PED,2520.0,
11,20150920,PFS_0000007_01,080300,70,848,44108,1,10000020,수광량,675.0,
12,20150920,PFS_0000007_01,080300,70,848,44109,1,10000017,평균 과중,180.0,g
13,20150920,PFS_0000007_01,080300,70,848,44110,2,10000002,생장길이,94.33,cm
14,20150920,PFS_0000007_01,080300,70,848,44111,2,10000008,화방높이,19.67,cm
15,20150920,PFS_0000007_01,080300,70,848,44112,2,10000007,줄기직경,10.67,mm
16,20150920,PFS_0000007_01,080300,70,848,44113,2,10000004,엽장,60.33,cm
17,20150920,PFS_0000007_01,080300,70,848,44114,2,10000005,엽폭,57.0,cm
18,20150920,PFS_0000007_01,080300,70,848,44115,2,10000003,엽수,16.33,개
19,20150920,PFS_0000007_01,080300,70,848,44116,2,10000014,개화군,2.44,점
20,20150920,PFS_0000007_01,080300,70,848,44117,2,10000015,착과군,1.61,점
21,20150920,PFS_0000007_01,080300,70,848,44118,2,10000012,열매수,2.0,개
22,20150920,PFS_0000007_01,080300,70,848,44119,2,10000016,수확군,0.0,점
23,20150920,PFS_0000007_01,080300,70,848,44120,2,10000019,PED,2520.0,
24,20150920,PFS_0000007_01,080300,70,848,44121,2,10000020,수광량,675.0,
25,20150920,PFS_0000007_01,080300,70,848,44122,2,10000017,평균 과중,180.0,g
26,20150920,PFS_0000007_01,080300,70,848,44123,3,10000002,생장길이,94.33,cm
27,20150920,PFS_0000007_01,080300,70,848,44124,3,10000008,화방높이,19.67,cm
