,examinDe,fcltyId,itemCode,croppingSerlNo,examinMasterSn,examinSn,sampleNo,examinIemCode,examinIemNm,examinIemValue,examinIemUnit
0,20160207,sk0047_01,080300,42,117,6033,1,10000002,생장길이,0.0,cm
1,20160207,sk0047_01,080300,42,117,6034,1,10000008,화방높이,3.0,cm
2,20160207,sk0047_01,080300,42,117,6035,1,10000007,줄기직경,4.62,mm
3,20160207,sk0047_01,080300,42,117,6036,1,10000004,엽장,19.0,cm
4,20160207,sk0047_01,080300,42,117,6037,1,10000005,엽폭,13.0,cm
5,20160207,sk0047_01,080300,42,117,6038,1,10000003,엽수,9.0,개
6,20160207,sk0047_01,080300,42,117,6039,1,10000014,개화군,0.0,점
7,20160207,sk0047_01,080300,42,117,6040,1,10000015,착과군,0.0,점
8,20160207,sk0047_01,080300,42,117,6041,1,10000012,열매수,0.0,개
9,20160207,sk0047_01,080300,42,117,6042,1,10000016,수확군,0.0,점
10,20160207,sk0047_01,080300,42,117,6043,1,10000019,PED,0.0,
11,20160207,sk0047_01,080300,42,117,6044,1,10000020,수광량,0.0,
12,20160207,sk0047_01,080300,42,117,6045,1,10000017,평균 과중,0.0,g
13,20160207,sk0047_01,080300,42,117,6046,2,10000002,생장길이,0.0,cm
14,20160207,sk0047_01,080300,42,117,6047,2,10000008,화방높이,0.0,cm
15,20160207,sk0047_01,080300,42,117,6048,2,10000007,줄기직경,2.11,mm
16,20160207,sk0047_01,080300,42,117,6049,2,10000004,엽장,13.0,cm
17,20160207,sk0047_01,080300,42,117,6050,2,10000005,엽폭,8.0,cm
18,20160207,sk0047_01,080300,42,117,6051,2,10000003,엽수,9.0,개
19,20160207,sk0047_01,080300,42,117,6052,2,10000014,개화군,0.0,점
20,20160207,sk0047_01,080300,42,117,6053,2,10000015,착과군,0.0,점
21,20160207,sk0047_01,080300,42,117,6054,2,10000012,열매수,0.0,개
22,20160207,sk0047_01,080300,42,117,6055,2,10000016,수확군,0.0,점
23,20160207,sk0047_01,080300,42,117,6056,2,10000019,PED,0.0,
24,20160207,sk0047_01,080300,42,117,6057,2,10000020,수광량,0.0,
25,20160207,sk0047_01,080300,42,117,6058,2,10000017,평균 과중,0.0,g
26,20160207,sk0047_01,080300,42,117,6059,3,10000002,생장길이,0.0,cm
27,20160207,sk0047_01,080300,42,117,6060,3,10000008,화방높이,0.0,cm
28,20160207,sk0047_01,080300,42,117,6061,3,10000007,줄기직경,2.73,mm
29,20160207,sk0047_01,080300,42,117,6062,3,10000004,엽장,15.0,cm
30,20160207,sk0047_01,080300,42,117,6063,3,10000005,엽폭,9.5,cm
31,20160207,sk0047_01,080300,42,117,6064,3,10000003,엽수,9.0,개
32,20160207,sk0047_01,080300,42,117,6065,3,10000014,개화군,0.0,점
33,20160207,sk0047_01,080300,42,117,6066,3,10000015,착과군,0.0,점
34,20160207,sk0047_01,080300,42,117,6067,3,10000012,열매수,0.0,개
35,20160207,sk0047_01,080300,42,117,6068,3,10000016,수확군,0.0,점
36,20160207,sk0047_01,080300,42,117,6069,3,10000019,PED,0.0,
37,20160207,sk0047_01,080300,42,117,6070,3,10000017,평균 과중,0.0,g
38,20160207,sk0047_01,080300,42,117,6071,3,10000020,수광량,0.0,
39,20160207,sk0047_01,080300,42,117,6072,4,10000002,생장길이,0.0,cm
40,20160207,sk0047_01,080300,42,117,6073,4,10000008,화방높이,3.0,cm
41,20160207,sk0047_01,080300,42,117,6074,4,10000007,줄기직경,3.3,mm
42,20160207,sk0047_01,080300,42,117,6075,4,10000004,엽장,20.0,cm
43,20160207,sk0047_01,080300,42,117,6076,4,10000005,엽폭,13.5,cm
44,20160207,sk0047_01,080300,42,117,6077,4,10000003,엽수,10.0,개
45,20160207,sk0047_01,080300,42,117,6078,4,10000014,개화군,0.0,점
46,20160207,sk0047_01,080300,42,117,6079,4,10000015,착과군,0.0,점
47,20160207,sk0047_01,080300,42,117,6080,4,10000012,열매수,0.0,개
48,20160207,sk0047_01,080300,42,117,6081,4,10000016,수확군,0.0,점
49,20160207,sk0047_01,080300,42,117,6082,4,10000019,PED,0.0,
50,20160207,sk0047_01,080300,42,117,6083,4,10000017,평균 과중,0.0,g
51,20160207,sk0047_01,080300,42,117,6084,4,10000020,수광량,0.0,
52,20160214,sk0047_01,080300,42,118,6085,1,10000002,생장길이,2.0,cm
53,20160214,sk0047_01,080300,42,118,6086,1,10000008,화방높이,6.0,cm
54,20160214,sk0047_01,080300,42,118,6087,1,10000007,줄기직경,4.58,mm
55,20160214,sk0047_01,080300,42,118,6088,1,10000004,엽장,21.5,cm
56,20160214,sk0047_01,080300,42,118,6089,1,10000005,엽폭,15.5,cm
57,20160214,sk0047_01,080300,42,118,6090,1,10000003,엽수,11.0,개
58,20160214,sk0047_01,080300,42,118,6091,1,10000014,개화군,0.0,점
59,20160214,sk0047_01,080300,42,118,6092,1,10000015,착과군,0.0,점
60,20160214,sk0047_01,080300,42,118,6093,1,10000012,열매수,0.0,개
61,20160214,sk0047_01,080300,42,118,6094,1,10000016,수확군,0.0,점
62,20160214,sk0047_01,080300,42,118,6095,1,10000019,PED,0.0,
63,20160214,sk0047_01,080300,42,118,6096,1,10000017,평균 과중,0.0,g
64,20160214,sk0047_01,080300,42,118,6097,1,10000020,수광량,0.0,
65,20160214,sk0047_01,080300,42,118,6098,2,10000002,생장길이,4.0,cm
66,20160214,sk0047_01,080300,42,118,6099,2,10000008,화방높이,0.0,cm
67,20160214,sk0047_01,080300,42,118,6100,2,10000007,줄기직경,5.71,mm
68,20160214,sk0047_01,080300,42,118,6101,2,10000004,엽장,16.0,cm
69,20160214,sk0047_01,080300,42,118,6102,2,10000005,엽폭,10.0,cm
70,20160214,sk0047_01,080300,42,118,6103,2,10000003,엽수,11.0,개
71,20160214,sk0047_01,080300,42,118,6104,2,10000014,개화군,0.0,점
72,20160214,sk0047_01,080300,42,118,6105,2,10000015,착과군,0.0,점
