,examinDe,fcltyId,itemCode,croppingSerlNo,examinMasterSn,examinSn,sampleNo,examinIemCode,examinIemNm,examinIemValue,examinIemUnit
0,20160207,PF_0000265_01,080300,74,557,28913,1,10000002,생장길이,0.0,cm
1,20160207,PF_0000265_01,080300,74,557,28914,1,10000008,화방높이,16.5,cm
2,20160207,PF_0000265_01,080300,74,557,28915,1,10000007,줄기직경,0.0,mm
3,20160207,PF_0000265_01,080300,74,557,28916,1,10000004,엽장,35.0,cm
4,20160207,PF_0000265_01,080300,74,557,28917,1,10000005,엽폭,32.0,cm
5,20160207,PF_0000265_01,080300,74,557,28918,1,10000003,엽수,11.0,개
6,20160207,PF_0000265_01,080300,74,557,28919,1,10000014,개화군,4.1,점
7,20160207,PF_0000265_01,080300,74,557,28920,1,10000015,착과군,3.6,점
8,20160207,PF_0000265_01,080300,74,557,28921,1,10000012,열매수,12.0,개
9,20160207,PF_0000265_01,080300,74,557,28922,1,10000016,수확군,0.0,점
10,20160207,PF_0000265_01,080300,74,557,28923,1,10000019,PED,0.0,
11,20160207,PF_0000265_01,080300,74,557,28924,1,10000020,수광량,0.0,
12,20160207,PF_0000265_01,080300,74,557,28925,1,10000017,평균 과중,0.0,g
13,20160207,PF_0000265_01,080300,74,557,28926,2,10000002,생장길이,0.0,cm
14,20160207,PF_0000265_01,080300,74,557,28927,2,10000008,화방높이,16.5,cm
15,20160207,PF_0000265_01,080300,74,557,28928,2,10000007,줄기직경,0.0,mm
16,20160207,PF_0000265_01,080300,74,557,28929,2,10000004,엽장,35.0,cm
17,20160207,PF_0000265_01,080300,74,557,28930,2,10000005,엽폭,32.0,cm
18,20160207,PF_0000265_01,080300,74,557,28931,2,10000003,엽수,11.0,개
19,20160207,PF_0000265_01,080300,74,557,28932,2,10000014,개화군,4.1,점
20,20160207,PF_0000265_01,080300,74,557,28933,2,10000015,착과군,3.6,점
21,20160207,PF_0000265_01,080300,74,557,28934,2,10000012,열매수,12.0,개
