,examinDe,fcltyId,itemCode,croppingSerlNo,examinMasterSn,examinSn,sampleNo,examinIemCode,examinIemNm,examinIemValue,examinIemUnit
0,20150816,PFS_0000004_01,080300,82,633,32865,1,10000002,생장길이,25.0,cm
1,20150816,PFS_0000004_01,080300,82,633,32866,1,10000008,화방높이,20.25,cm
2,20150816,PFS_0000004_01,080300,82,633,32867,1,10000007,줄기직경,11.89,mm
3,20150816,PFS_0000004_01,080300,82,633,32868,1,10000004,엽장,38.78,cm
4,20150816,PFS_0000004_01,080300,82,633,32869,1,10000005,엽폭,36.18,cm
5,20150816,PFS_0000004_01,080300,82,633,32870,1,10000003,엽수,13.0,개
6,20150816,PFS_0000004_01,080300,82,633,32871,1,10000014,개화군,1.0,점
7,20150816,PFS_0000004_01,080300,82,633,32872,1,10000015,착과군,0.0,점
8,20150816,PFS_0000004_01,080300,82,633,32873,1,10000012,열매수,0.0,개
9,20150816,PFS_0000004_01,080300,82,633,32874,1,10000016,수확군,0.0,점
10,20150816,PFS_0000004_01,080300,82,633,32875,1,10000019,PED,0.0,
11,20150816,PFS_0000004_01,080300,82,633,32876,1,10000020,수광량,0.0,
12,20150816,PFS_0000004_01,080300,82,633,32877,1,10000017,평균 과중,0.0,g
13,20150816,PFS_0000004_01,080300,82,633,32878,2,10000002,생장길이,25.0,cm
14,20150816,PFS_0000004_01,080300,82,633,32879,2,10000008,화방높이,20.25,cm
15,20150816,PFS_0000004_01,080300,82,633,32880,2,10000007,줄기직경,11.89,mm
16,20150816,PFS_0000004_01,080300,82,633,32881,2,10000004,엽장,38.78,cm
17,20150816,PFS_0000004_01,080300,82,633,32882,2,10000005,엽폭,36.18,cm
18,20150816,PFS_0000004_01,080300,82,633,32883,2,10000003,엽수,13.0,개
19,20150816,PFS_0000004_01,080300,82,633,32884,2,10000014,개화군,1.0,점
20,20150816,PFS_0000004_01,080300,82,633,32885,2,10000015,착과군,0.0,점
21,20150816,PFS_0000004_01,080300,82,633,32886,2,10000012,열매수,0.0,개
22,20150816,PFS_0000004_01,080300,82,633,32887,2,10000016,수확군,0.0,점
23,20150816,PFS_0000004_01,080300,82,633,32888,2,10000019,PED,0.0,
24,20150816,PFS_0000004_01,080300,82,633,32889,2,10000020,수광량,0.0,
25,20150816,PFS_0000004_01,080300,82,633,32890,2,10000017,평균 과중,0.0,g
26,20150816,PFS_0000004_01,080300,82,633,32891,3,10000002,생장길이,25.0,cm
27,20150816,PFS_0000004_01,080300,82,633,32892,3,10000008,화방높이,20.25,cm
28,20150816,PFS_0000004_01,080300,82,633,32893,3,10000007,줄기직경,11.89,mm
29,20150816,PFS_0000004_01,080300,82,633,32894,3,10000004,엽장,38.78,cm
30,20150816,PFS_0000004_01,080300,82,633,32895,3,10000005,엽폭,36.18,cm
31,20150816,PFS_0000004_01,080300,82,633,32896,3,10000003,엽수,13.0,개
32,20150816,PFS_0000004_01,080300,82,633,32897,3,10000014,개화군,1.0,점
33,20150816,PFS_0000004_01,080300,82,633,32898,3,10000015,착과군,0.0,점
34,20150816,PFS_0000004_01,080300,82,633,32899,3,10000012,열매수,0.0,개
35,20150816,PFS_0000004_01,080300,82,633,32900,3,10000016,수확군,0.0,점
36,20150816,PFS_0000004_01,080300,82,633,32901,3,10000019,PED,0.0,
37,20150816,PFS_0000004_01,080300,82,633,32902,3,10000020,수광량,0.0,
38,20150816,PFS_0000004_01,080300,82,633,32903,3,10000017,평균 과중,0.0,g
39,20150816,PFS_0000004_01,080300,82,633,32904,4,10000002,생장길이,25.0,cm
40,20150816,PFS_0000004_01,080300,82,633,32905,4,10000008,화방높이,20.25,cm
41,20150816,PFS_0000004_01,080300,82,633,32906,4,10000007,줄기직경,11.89,mm
42,20150816,PFS_0000004_01,080300,82,633,32907,4,10000004,엽장,38.78,cm
43,20150816,PFS_0000004_01,080300,82,633,32908,4,10000005,엽폭,36.18,cm
44,20150816,PFS_0000004_01,080300,82,633,32909,4,10000003,엽수,13.0,개
45,20150816,PFS_0000004_01,080300,82,633,32910,4,10000014,개화군,1.0,점
46,20150816,PFS_0000004_01,080300,82,633,32911,4,10000015,착과군,0.0,점
