,examinDe,fcltyId,itemCode,croppingSerlNo,examinMasterSn,examinSn,sampleNo,examinIemCode,examinIemNm,examinIemValue,examinIemUnit
0,20160221,sk0019_01,080300,52,148,7645,1,10000002,생장길이,32.0,cm
1,20160221,sk0019_01,080300,52,148,7646,1,10000008,화방높이,0.0,cm
2,20160221,sk0019_01,080300,52,148,7647,1,10000007,줄기직경,0.0,mm
3,20160221,sk0019_01,080300,52,148,7648,1,10000004,엽장,18.0,cm
4,20160221,sk0019_01,080300,52,148,7649,1,10000005,엽폭,10.0,cm
5,20160221,sk0019_01,080300,52,148,7650,1,10000014,개화군,0.0,점
6,20160221,sk0019_01,080300,52,148,7651,1,10000003,엽수,11.0,개
7,20160221,sk0019_01,080300,52,148,7652,1,10000015,착과군,0.0,점
8,20160221,sk0019_01,080300,52,148,7653,1,10000012,열매수,0.0,개
9,20160221,sk0019_01,080300,52,148,7654,1,10000016,수확군,0.0,점
10,20160221,sk0019_01,080300,52,148,7655,1,10000020,수광량,0.0,
11,20160221,sk0019_01,080300,52,148,7656,1,10000019,PED,0.0,
12,20160221,sk0019_01,080300,52,148,7657,1,10000017,평균 과중,0.0,g
13,20160221,sk0019_01,080300,52,148,7658,2,10000002,생장길이,32.0,cm
14,20160221,sk0019_01,080300,52,148,7659,2,10000008,화방높이,8.0,cm
15,20160221,sk0019_01,080300,52,148,7660,2,10000007,줄기직경,0.0,mm
16,20160221,sk0019_01,080300,52,148,7661,2,10000004,엽장,16.0,cm
17,20160221,sk0019_01,080300,52,148,7662,2,10000005,엽폭,10.0,cm
18,20160221,sk0019_01,080300,52,148,7663,2,10000014,개화군,0.5,점
19,20160221,sk0019_01,080300,52,148,7664,2,10000003,엽수,12.0,개
20,20160221,sk0019_01,080300,52,148,7665,2,10000015,착과군,0.0,점
21,20160221,sk0019_01,080300,52,148,7666,2,10000012,열매수,0.0,개
22,20160221,sk0019_01,080300,52,148,7667,2,10000016,수확군,0.0,점
23,20160221,sk0019_01,080300,52,148,7668,2,10000020,수광량,0.0,
24,20160221,sk0019_01,080300,52,148,7669,2,10000019,PED,0.0,
25,20160221,sk0019_01,080300,52,148,7670,2,10000017,평균 과중,0.0,g
26,20160221,sk0019_01,080300,52,148,7671,3,10000002,생장길이,25.0,cm
27,20160221,sk0019_01,080300,52,148,7672,3,10000008,화방높이,0.0,cm
28,20160221,sk0019_01,080300,52,148,7673,3,10000007,줄기직경,0.0,mm
29,20160221,sk0019_01,080300,52,148,7674,3,10000004,엽장,18.0,cm
30,20160221,sk0019_01,080300,52,148,7675,3,10000005,엽폭,12.0,cm
31,20160221,sk0019_01,080300,52,148,7676,3,10000014,개화군,0.0,점
32,20160221,sk0019_01,080300,52,148,7677,3,10000003,엽수,11.0,개
33,20160221,sk0019_01,080300,52,148,7678,3,10000015,착과군,0.0,점
34,20160221,sk0019_01,080300,52,148,7679,3,10000012,열매수,0.0,개
35,20160221,sk0019_01,080300,52,148,7680,3,10000016,수확군,0.0,점
36,20160221,sk0019_01,080300,52,148,7681,3,10000020,수광량,0.0,
37,20160221,sk0019_01,080300,52,148,7682,3,10000019,PED,0.0,
38,20160221,sk0019_01,080300,52,148,7683,3,10000017,평균 과중,0.0,g
39,20160221,sk0019_01,080300,52,148,7684,4,10000002,생장길이,26.0,cm
40,20160221,sk0019_01,080300,52,148,7685,4,10000008,화방높이,5.0,cm
41,20160221,sk0019_01,080300,52,148,7686,4,10000007,줄기직경,0.0,mm
42,20160221,sk0019_01,080300,52,148,7687,4,10000004,엽장,15.0,cm
43,20160221,sk0019_01,080300,52,148,7688,4,10000005,엽폭,11.0,cm
44,20160221,sk0019_01,080300,52,148,7689,4,10000003,엽수,10.0,개
45,20160221,sk0019_01,080300,52,148,7690,4,10000014,개화군,0.25,점
46,20160221,sk0019_01,080300,52,148,7691,4,10000015,착과군,0.0,점
47,20160221,sk0019_01,080300,52,148,7692,4,10000012,열매수,0.0,개
48,20160221,sk0019_01,080300,52,148,7693,4,10000016,수확군,0.0,점
49,20160221,sk0019_01,080300,52,148,7694,4,10000019,PED,0.0,
50,20160221,sk0019_01,080300,52,148,7695,4,10000020,수광량,0.0,
51,20160221,sk0019_01,080300,52,148,7696,4,10000017,평균 과중,0.0,g
52,20160228,sk0019_01,080300,52,149,7697,1,10000002,생장길이,2.0,cm
53,20160228,sk0019_01,080300,52,149,7698,1,10000008,화방높이,9.0,cm
54,20160228,sk0019_01,080300,52,149,7699,1,10000007,줄기직경,2.6,mm
55,20160228,sk0019_01,080300,52,149,7700,1,10000004,엽장,14.0,cm
56,20160228,sk0019_01,080300,52,149,7701,1,10000005,엽폭,14.0,cm
57,20160228,sk0019_01,080300,52,149,7702,1,10000003,엽수,13.0,개
58,20160228,sk0019_01,080300,52,149,7703,1,10000014,개화군,0.75,점
59,20160228,sk0019_01,080300,52,149,7704,1,10000015,착과군,0.0,점
60,20160228,sk0019_01,080300,52,149,7705,1,10000012,열매수,0.0,개
