,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
20,PO,PF_0000014_01,2016-04-01 01:00:00,FG,NT,080300,,20160401,23,21,,,
21,RP,PF_0000014_01,2016-04-01 01:00:00,FG,EO,080300,,20160401,23,22,,,
22,SR,PF_0000014_01,2016-04-01 01:00:00,FG,EO,080300,,20160401,18,23,,,
23,EO,PF_0000014_01,2016-04-01 01:00:00,FG,NT,080300,,20160401,20,24,,,
24,TE,PF_0000014_01,2016-04-01 02:00:00,FG,EO,080300,5.34,20160401,19,25,,,
25,TI,PF_0000014_01,2016-04-01 02:00:00,FG,EI,080300,14.23,20160401,22,26,,,
26,TL,PF_0000014_01,2016-04-01 02:00:00,FG,NT,080300,13.85,20160401,19,27,,,
27,WD,PF_0000014_01,2016-04-01 02:00:00,FG,EO,080300,130.42,20160401,19,28,,,
28,WS,PF_0000014_01,2016-04-01 02:00:00,FG,EO,080300,1.29,20160401,19,29,,,
29,CI,PF_0000014_01,2016-04-01 02:00:00,FG,EI,080300,635.18,20160401,22,30,,,
30,EO,PF_0000014_01,2016-04-01 02:00:00,FG,NT,080300,,20160401,20,31,,,
31,HI,PF_0000014_01,2016-04-01 02:00:00,FG,EI,080300,86.94,20160401,20,32,,,
32,HL,PF_0000014_01,2016-04-01 02:00:00,FG,NT,080300,,20160401,19,33,,,
33,PO,PF_0000014_01,2016-04-01 02:00:00,FG,NT,080300,,20160401,19,34,,,
34,RP,PF_0000014_01,2016-04-01 02:00:00,FG,EO,080300,,20160401,19,35,,,
35,SR,PF_0000014_01,2016-04-01 02:00:00,FG,EO,080300,,20160401,22,36,,,
36,TE,PF_0000014_01,2016-04-01 03:00:00,FG,EO,080300,3.51,20160401,20,37,,,
37,TI,PF_0000014_01,2016-04-01 03:00:00,FG,EI,080300,14.14,20160401,18,38,,,
38,TL,PF_0000014_01,2016-04-01 03:00:00,FG,NT,080300,13.72,20160401,20,39,,,
39,WD,PF_0000014_01,2016-04-01 03:00:00,FG,EO,080300,88.85,20160401,20,40,,,
40,WS,PF_0000014_01,2016-04-01 03:00:00,FG,EO,080300,1,20160401,20,41,,,
41,SR,PF_0000014_01,2016-04-01 03:00:00,FG,EO,080300,,20160401,18,42,,,
42,EO,PF_0000014_01,2016-04-01 03:00:00,FG,NT,080300,,20160401,23,43,,,
43,HI,PF_0000014_01,2016-04-01 03:00:00,FG,EI,080300,88.13,20160401,23,44,,,
44,HL,PF_0000014_01,2016-04-01 03:00:00,FG,NT,080300,,20160401,20,45,,,
45,PO,PF_0000014_01,2016-04-01 03:00:00,FG,NT,080300,,20160401,20,46,,,
46,RP,PF_0000014_01,2016-04-01 03:00:00,FG,EO,080300,,20160401,20,47,,,
47,CI,PF_0000014_01,2016-04-01 03:00:00,FG,EI,080300,639.72,20160401,18,48,,,
48,TE,PF_0000014_01,2016-04-01 04:00:00,FG,EO,080300,3.52,20160401,19,49,,,
49,TI,PF_0000014_01,2016-04-01 04:00:00,FG,EI,080300,14.02,20160401,20,50,,,
50,TL,PF_0000014_01,2016-04-01 04:00:00,FG,NT,080300,13.62,20160401,19,51,,,
51,WD,PF_0000014_01,2016-04-01 04:00:00,FG,EO,080300,88.84,20160401,19,52,,,
52,WS,PF_0000014_01,2016-04-01 04:00:00,FG,EO,080300,1.18,20160401,19,53,,,
53,SR,PF_0000014_01,2016-04-01 04:00:00,FG,EO,080300,,20160401,20,54,,,
54,EO,PF_0000014_01,2016-04-01 04:00:00,FG,NT,080300,,20160401,22,55,,,
55,HI,PF_0000014_01,2016-04-01 04:00:00,FG,EI,080300,87.8,20160401,22,56,,,
56,HL,PF_0000014_01,2016-04-01 04:00:00,FG,NT,080300,,20160401,19,57,,,
57,PO,PF_0000014_01,2016-04-01 04:00:00,FG,NT,080300,,20160401,19,58,,,
58,RP,PF_0000014_01,2016-04-01 04:00:00,FG,EO,080300,,20160401,19,59,,,
59,CI,PF_0000014_01,2016-04-01 04:00:00,FG,EI,080300,647.25,20160401,20,60,,,
60,TE,PF_0000014_01,2016-04-01 05:00:00,FG,EO,080300,2.9,20160401,17,61,,,
61,TI,PF_0000014_01,2016-04-01 05:00:00,FG,EI,080300,13.91,20160401,25,62,,,
62,TL,PF_0000014_01,2016-04-01 05:00:00,FG,NT,080300,13.55,20160401,17,63,,,
63,WD,PF_0000014_01,2016-04-01 05:00:00,FG,EO,080300,88.88,20160401,17,64,,,
64,WS,PF_0000014_01,2016-04-01 05:00:00,FG,EO,080300,1,20160401,17,65,,,
65,SR,PF_0000014_01,2016-04-01 05:00:00,FG,EO,080300,,20160401,25,66,,,
66,EO,PF_0000014_01,2016-04-01 05:00:00,FG,NT,080300,,20160401,19,67,,,
67,HI,PF_0000014_01,2016-04-01 05:00:00,FG,EI,080300,88.24,20160401,19,68,,,
68,HL,PF_0000014_01,2016-04-01 05:00:00,FG,NT,080300,,20160401,17,69,,,
69,PO,PF_0000014_01,2016-04-01 05:00:00,FG,NT,080300,,20160401,17,70,,,
70,RP,PF_0000014_01,2016-04-01 05:00:00,FG,EO,080300,,20160401,17,71,,,
71,CI,PF_0000014_01,2016-04-01 05:00:00,FG,EI,080300,646.04,20160401,25,72,,,
72,TE,PF_0000014_01,2016-04-01 06:00:00,FG,EO,080300,2.63,20160401,22,73,,,
73,TI,PF_0000014_01,2016-04-01 06:00:00,FG,EI,080300,13.8,20160401,21,74,,,
74,TL,PF_0000014_01,2016-04-01 06:00:00,FG,NT,080300,13.6,20160401,22,75,,,
75,WD,PF_0000014_01,2016-04-01 06:00:00,FG,EO,080300,89,20160401,22,76,,,
76,WS,PF_0000014_01,2016-04-01 06:00:00,FG,EO,080300,1.05,20160401,22,77,,,
77,SR,PF_0000014_01,2016-04-01 06:00:00,FG,EO,080300,27.27,20160401,21,78,,,
78,EO,PF_0000014_01,2016-04-01 06:00:00,FG,NT,080300,,20160401,18,79,,,
79,HI,PF_0000014_01,2016-04-01 06:00:00,FG,EI,080300,88.55,20160401,18,80,,,
80,HL,PF_0000014_01,2016-04-01 06:00:00,FG,NT,080300,,20160401,22,81,,,
81,PO,PF_0000014_01,2016-04-01 06:00:00,FG,NT,080300,,20160401,22,82,,,
82,RP,PF_0000014_01,2016-04-01 06:00:00,FG,EO,080300,,20160401,22,83,,,
83,CI,PF_0000014_01,2016-04-01 06:00:00,FG,EI,080300,646.86,20160401,21,84,,,
84,TE,PF_0000014_01,2016-04-01 07:00:00,FG,EO,080300,4.3,20160401,21,85,,,
85,TI,PF_0000014_01,2016-04-01 07:00:00,FG,EI,080300,14.6,20160401,19,86,,,
86,TL,PF_0000014_01,2016-04-01 07:00:00,FG,NT,080300,15.01,20160401,21,87,,,
87,WD,PF_0000014_01,2016-04-01 07:00:00,FG,EO,080300,88.95,20160401,21,88,,,
88,WS,PF_0000014_01,2016-04-01 07:00:00,FG,EO,080300,,20160401,21,89,,,
89,SR,PF_0000014_01,2016-04-01 07:00:00,FG,EO,080300,177,20160401,19,90,,,
90,EO,PF_0000014_01,2016-04-01 07:00:00,FG,NT,080300,,20160401,21,91,,,
91,HI,PF_0000014_01,2016-04-01 07:00:00,FG,EI,080300,88.72,20160401,21,92,,,
92,HL,PF_0000014_01,2016-04-01 07:00:00,FG,NT,080300,,20160401,21,93,,,
93,PO,PF_0000014_01,2016-04-01 07:00:00,FG,NT,080300,,20160401,21,94,,,
94,RP,PF_0000014_01,2016-04-01 07:00:00,FG,EO,080300,,20160401,21,95,,,
95,CI,PF_0000014_01,2016-04-01 07:00:00,FG,EI,080300,643.16,20160401,19,96,,,
96,TE,PF_0000014_01,2016-04-01 08:00:00,FG,EO,080300,8.28,20160401,15,97,,,
97,TI,PF_0000014_01,2016-04-01 08:00:00,FG,EI,080300,19.96,20160401,22,98,,,
98,TL,PF_0000014_01,2016-04-01 08:00:00,FG,NT,080300,20.29,20160401,15,99,,,
99,WD,PF_0000014_01,2016-04-01 08:00:00,FG,EO,080300,88.6,20160401,15,100,,,
100,WS,PF_0000014_01,2016-04-01 08:00:00,FG,EO,080300,1.08,20160401,15,101,,,
101,SR,PF_0000014_01,2016-04-01 08:00:00,FG,EO,080300,437.95,20160401,22,102,,,
102,EO,PF_0000014_01,2016-04-01 08:00:00,FG,NT,080300,,20160401,24,103,,,
103,HI,PF_0000014_01,2016-04-01 08:00:00,FG,EI,080300,77.25,20160401,24,104,,,
104,HL,PF_0000014_01,2016-04-01 08:00:00,FG,NT,080300,,20160401,15,105,,,
105,PO,PF_0000014_01,2016-04-01 08:00:00,FG,NT,080300,,20160401,15,106,,,
106,RP,PF_0000014_01,2016-04-01 08:00:00,FG,EO,080300,,20160401,15,107,,,
107,CI,PF_0000014_01,2016-04-01 08:00:00,FG,EI,080300,500.32,20160401,22,108,,,
108,TE,PF_0000014_01,2016-04-01 09:00:00,FG,EO,080300,13.2,20160401,29,109,,,
109,TI,PF_0000014_01,2016-04-01 09:00:00,FG,EI,080300,23.64,20160401,14,110,,,
110,TL,PF_0000014_01,2016-04-01 09:00:00,FG,NT,080300,25.47,20160401,29,111,,,
111,WD,PF_0000014_01,2016-04-01 09:00:00,FG,EO,080300,144.34,20160401,29,112,,,
112,WS,PF_0000014_01,2016-04-01 09:00:00,FG,EO,080300,1.25,20160401,29,113,,,
113,SR,PF_0000014_01,2016-04-01 09:00:00,FG,EO,080300,632.36,20160401,14,114,,,
114,EO,PF_0000014_01,2016-04-01 09:00:00,FG,NT,080300,,20160401,18,115,,,
115,HI,PF_0000014_01,2016-04-01 09:00:00,FG,EI,080300,56.68,20160401,18,116,,,
116,HL,PF_0000014_01,2016-04-01 09:00:00,FG,NT,080300,,20160401,29,117,,,
117,PO,PF_0000014_01,2016-04-01 09:00:00,FG,NT,080300,,20160401,29,118,,,
118,RP,PF_0000014_01,2016-04-01 09:00:00,FG,EO,080300,,20160401,29,119,,,
119,CI,PF_0000014_01,2016-04-01 09:00:00,FG,EI,080300,383.64,20160401,14,120,,,
120,TE,PF_0000014_01,2016-04-01 10:00:00,FG,EO,080300,17.41,20160401,27,121,,,
121,SR,PF_0000014_01,2016-04-01 10:00:00,FG,EO,080300,795.46,20160401,13,122,,,
122,CI,PF_0000014_01,2016-04-01 10:00:00,FG,EI,080300,383.31,20160401,13,123,,,
123,TL,PF_0000014_01,2016-04-01 10:00:00,FG,NT,080300,27.51,20160401,27,124,,,
124,TI,PF_0000014_01,2016-04-01 10:00:00,FG,EI,080300,26.04,20160401,13,125,,,
125,PO,PF_0000014_01,2016-04-01 10:00:00,FG,NT,080300,,20160401,27,126,,,
126,WS,PF_0000014_01,2016-04-01 10:00:00,FG,EO,080300,1.29,20160401,27,127,,,
127,RP,PF_0000014_01,2016-04-01 10:00:00,FG,EO,080300,,20160401,27,128,,,
128,HI,PF_0000014_01,2016-04-01 10:00:00,FG,EI,080300,48.22,20160401,21,129,,,
129,HL,PF_0000014_01,2016-04-01 10:00:00,FG,NT,080300,,20160401,27,130,,,
130,WD,PF_0000014_01,2016-04-01 10:00:00,FG,EO,080300,242.44,20160401,27,131,,,
131,EO,PF_0000014_01,2016-04-01 10:00:00,FG,NT,080300,,20160401,21,132,,,
132,TI,PF_0000014_01,2016-04-01 11:00:00,FG,EI,080300,28.64,20160401,30,133,,,
133,CI,PF_0000014_01,2016-04-01 11:00:00,FG,EI,080300,371.43,20160401,30,134,,,
134,PO,PF_0000014_01,2016-04-01 11:00:00,FG,NT,080300,,20160401,13,135,,,
135,WS,PF_0000014_01,2016-04-01 11:00:00,FG,EO,080300,1.54,20160401,13,136,,,
136,SR,PF_0000014_01,2016-04-01 11:00:00,FG,EO,080300,848.03,20160401,30,137,,,
137,WD,PF_0000014_01,2016-04-01 11:00:00,FG,EO,080300,256.08,20160401,13,138,,,
138,TL,PF_0000014_01,2016-04-01 11:00:00,FG,NT,080300,33.02,20160401,13,139,,,
139,EO,PF_0000014_01,2016-04-01 11:00:00,FG,NT,080300,,20160401,18,140,,,
140,TE,PF_0000014_01,2016-04-01 11:00:00,FG,EO,080300,20.72,20160401,13,141,,,
141,HL,PF_0000014_01,2016-04-01 11:00:00,FG,NT,080300,,20160401,13,142,,,
142,HI,PF_0000014_01,2016-04-01 11:00:00,FG,EI,080300,40.08,20160401,18,143,,,
143,RP,PF_0000014_01,2016-04-01 11:00:00,FG,EO,080300,,20160401,13,144,,,
144,HI,PF_0000014_01,2016-04-01 12:00:00,FG,EI,080300,35.9,20160401,25,145,,,
145,EO,PF_0000014_01,2016-04-01 12:00:00,FG,NT,080300,,20160401,25,146,,,
146,CI,PF_0000014_01,2016-04-01 12:00:00,FG,EI,080300,364.4,20160401,15,147,,,
147,WS,PF_0000014_01,2016-04-01 12:00:00,FG,EO,080300,1.9,20160401,21,148,,,
148,WD,PF_0000014_01,2016-04-01 12:00:00,FG,EO,080300,295.86,20160401,21,149,,,
149,TL,PF_0000014_01,2016-04-01 12:00:00,FG,NT,080300,36.15,20160401,21,150,,,
150,TI,PF_0000014_01,2016-04-01 12:00:00,FG,EI,080300,31.13,20160401,15,151,,,
151,TE,PF_0000014_01,2016-04-01 12:00:00,FG,EO,080300,22.88,20160401,21,152,,,
152,SR,PF_0000014_01,2016-04-01 12:00:00,FG,EO,080300,875.53,20160401,15,153,,,
153,RP,PF_0000014_01,2016-04-01 12:00:00,FG,EO,080300,,20160401,21,154,,,
154,PO,PF_0000014_01,2016-04-01 12:00:00,FG,NT,080300,,20160401,21,155,,,
155,HL,PF_0000014_01,2016-04-01 12:00:00,FG,NT,080300,,20160401,21,156,,,
156,CI,PF_0000014_01,2016-04-01 13:00:00,FG,EI,080300,368.45,20160401,20,157,,,
157,WS,PF_0000014_01,2016-04-01 13:00:00,FG,EO,080300,2.06,20160401,18,158,,,
158,TE,PF_0000014_01,2016-04-01 13:00:00,FG,EO,080300,24.38,20160401,18,159,,,
159,PO,PF_0000014_01,2016-04-01 13:00:00,FG,NT,080300,,20160401,18,160,,,
160,WD,PF_0000014_01,2016-04-01 13:00:00,FG,EO,080300,220.11,20160401,18,161,,,
161,HI,PF_0000014_01,2016-04-01 13:00:00,FG,EI,080300,32.85,20160401,23,162,,,
162,SR,PF_0000014_01,2016-04-01 13:00:00,FG,EO,080300,910.15,20160401,20,163,,,
163,RP,PF_0000014_01,2016-04-01 13:00:00,FG,EO,080300,,20160401,18,164,,,
164,HL,PF_0000014_01,2016-04-01 13:00:00,FG,NT,080300,,20160401,18,165,,,
165,TI,PF_0000014_01,2016-04-01 13:00:00,FG,EI,080300,28.39,20160401,20,166,,,
166,EO,PF_0000014_01,2016-04-01 13:00:00,FG,NT,080300,,20160401,23,167,,,
167,TL,PF_0000014_01,2016-04-01 13:00:00,FG,NT,080300,37.34,20160401,18,168,,,
168,SR,PF_0000014_01,2016-04-01 14:00:00,FG,EO,080300,851.17,20160401,18,169,,,
169,TE,PF_0000014_01,2016-04-01 14:00:00,FG,EO,080300,25.4,20160401,21,170,,,
170,TI,PF_0000014_01,2016-04-01 14:00:00,FG,EI,080300,26.83,20160401,18,171,,,
171,TL,PF_0000014_01,2016-04-01 14:00:00,FG,NT,080300,37.49,20160401,21,172,,,
172,WD,PF_0000014_01,2016-04-01 14:00:00,FG,EO,080300,281.35,20160401,21,173,,,
173,WS,PF_0000014_01,2016-04-01 14:00:00,FG,EO,080300,2.24,20160401,21,174,,,
174,CI,PF_0000014_01,2016-04-01 14:00:00,FG,EI,080300,370.11,20160401,18,175,,,
175,EO,PF_0000014_01,2016-04-01 14:00:00,FG,NT,080300,,20160401,22,176,,,
176,HI,PF_0000014_01,2016-04-01 14:00:00,FG,EI,080300,32.38,20160401,22,177,,,
177,HL,PF_0000014_01,2016-04-01 14:00:00,FG,NT,080300,,20160401,21,178,,,
178,PO,PF_0000014_01,2016-04-01 14:00:00,FG,NT,080300,,20160401,21,179,,,
179,RP,PF_0000014_01,2016-04-01 14:00:00,FG,EO,080300,,20160401,21,180,,,
180,CI,PF_0000014_01,2016-04-01 15:00:00,FG,EI,080300,371.67,20160401,18,181,,,
181,WS,PF_0000014_01,2016-04-01 15:00:00,FG,EO,080300,4.86,20160401,22,182,,,
182,WD,PF_0000014_01,2016-04-01 15:00:00,FG,EO,080300,247.55,20160401,22,183,,,
183,HL,PF_0000014_01,2016-04-01 15:00:00,FG,NT,080300,,20160401,22,184,,,
184,SR,PF_0000014_01,2016-04-01 15:00:00,FG,EO,080300,683.78,20160401,18,185,,,
185,PO,PF_0000014_01,2016-04-01 15:00:00,FG,NT,080300,,20160401,22,186,,,
186,TI,PF_0000014_01,2016-04-01 15:00:00,FG,EI,080300,26.62,20160401,18,187,,,
187,TL,PF_0000014_01,2016-04-01 15:00:00,FG,NT,080300,35.34,20160401,22,188,,,
188,RP,PF_0000014_01,2016-04-01 15:00:00,FG,EO,080300,,20160401,22,189,,,
189,HI,PF_0000014_01,2016-04-01 15:00:00,FG,EI,080300,35.82,20160401,21,190,,,
190,TE,PF_0000014_01,2016-04-01 15:00:00,FG,EO,080300,24.03,20160401,22,191,,,
191,EO,PF_0000014_01,2016-04-01 15:00:00,FG,NT,080300,,20160401,21,192,,,
192,SR,PF_0000014_01,2016-04-01 16:00:00,FG,EO,080300,455.33,20160401,18,193,,,
193,WD,PF_0000014_01,2016-04-01 16:00:00,FG,EO,080300,250.13,20160401,16,194,,,
194,HL,PF_0000014_01,2016-04-01 16:00:00,FG,NT,080300,,20160401,16,195,,,
195,TL,PF_0000014_01,2016-04-01 16:00:00,FG,NT,080300,30.94,20160401,16,196,,,
196,HI,PF_0000014_01,2016-04-01 16:00:00,FG,EI,080300,38.13,20160401,27,197,,,
197,TI,PF_0000014_01,2016-04-01 16:00:00,FG,EI,080300,24.71,20160401,18,198,,,
198,PO,PF_0000014_01,2016-04-01 16:00:00,FG,NT,080300,,20160401,16,199,,,
199,WS,PF_0000014_01,2016-04-01 16:00:00,FG,EO,080300,4.94,20160401,16,200,,,
200,EO,PF_0000014_01,2016-04-01 16:00:00,FG,NT,080300,,20160401,27,201,,,
201,CI,PF_0000014_01,2016-04-01 16:00:00,FG,EI,080300,384.61,20160401,18,202,,,
202,RP,PF_0000014_01,2016-04-01 16:00:00,FG,EO,080300,,20160401,16,203,,,
203,TE,PF_0000014_01,2016-04-01 16:00:00,FG,EO,080300,22.64,20160401,16,204,,,
204,HL,PF_0000014_01,2016-04-01 17:00:00,FG,NT,080300,,20160401,18,205,,,
205,CI,PF_0000014_01,2016-04-01 17:00:00,FG,EI,080300,382.12,20160401,17,206,,,
206,WS,PF_0000014_01,2016-04-01 17:00:00,FG,EO,080300,3.83,20160401,18,207,,,
207,RP,PF_0000014_01,2016-04-01 17:00:00,FG,EO,080300,,20160401,18,208,,,
208,WD,PF_0000014_01,2016-04-01 17:00:00,FG,EO,080300,245.44,20160401,18,209,,,
209,PO,PF_0000014_01,2016-04-01 17:00:00,FG,NT,080300,,20160401,18,210,,,
210,SR,PF_0000014_01,2016-04-01 17:00:00,FG,EO,080300,295.12,20160401,17,211,,,
211,TI,PF_0000014_01,2016-04-01 17:00:00,FG,EI,080300,22.87,20160401,17,212,,,
212,EO,PF_0000014_01,2016-04-01 17:00:00,FG,NT,080300,,20160401,26,213,,,
213,TE,PF_0000014_01,2016-04-01 17:00:00,FG,EO,080300,21.01,20160401,18,214,,,
214,HI,PF_0000014_01,2016-04-01 17:00:00,FG,EI,080300,43.34,20160401,26,215,,,
215,TL,PF_0000014_01,2016-04-01 17:00:00,FG,NT,080300,26.72,20160401,18,216,,,
216,HI,PF_0000014_01,2016-04-01 18:00:00,FG,EI,080300,59.88,20160401,19,217,,,
217,EO,PF_0000014_01,2016-04-01 18:00:00,FG,NT,080300,,20160401,19,218,,,
218,CI,PF_0000014_01,2016-04-01 18:00:00,FG,EI,080300,395.95,20160401,22,219,,,
219,WS,PF_0000014_01,2016-04-01 18:00:00,FG,EO,080300,2.55,20160401,20,220,,,
220,WD,PF_0000014_01,2016-04-01 18:00:00,FG,EO,080300,229.5,20160401,20,221,,,
221,TL,PF_0000014_01,2016-04-01 18:00:00,FG,NT,080300,20.4,20160401,20,222,,,
222,TI,PF_0000014_01,2016-04-01 18:00:00,FG,EI,080300,20.09,20160401,22,223,,,
223,TE,PF_0000014_01,2016-04-01 18:00:00,FG,EO,080300,18.18,20160401,20,224,,,
224,SR,PF_0000014_01,2016-04-01 18:00:00,FG,EO,080300,75.23,20160401,22,225,,,
225,RP,PF_0000014_01,2016-04-01 18:00:00,FG,EO,080300,,20160401,20,226,,,
226,PO,PF_0000014_01,2016-04-01 18:00:00,FG,NT,080300,,20160401,20,227,,,
227,HL,PF_0000014_01,2016-04-01 18:00:00,FG,NT,080300,,20160401,20,228,,,
228,SR,PF_0000014_01,2016-04-01 19:00:00,FG,EO,080300,2,20160401,16,229,,,
229,HL,PF_0000014_01,2016-04-01 19:00:00,FG,NT,080300,,20160401,21,230,,,
230,WS,PF_0000014_01,2016-04-01 19:00:00,FG,EO,080300,2.05,20160401,21,231,,,
231,WD,PF_0000014_01,2016-04-01 19:00:00,FG,EO,080300,223.81,20160401,21,232,,,
232,TL,PF_0000014_01,2016-04-01 19:00:00,FG,NT,080300,17.19,20160401,21,233,,,
233,HI,PF_0000014_01,2016-04-01 19:00:00,FG,EI,080300,83.21,20160401,24,234,,,
234,PO,PF_0000014_01,2016-04-01 19:00:00,FG,NT,080300,,20160401,21,235,,,
235,TI,PF_0000014_01,2016-04-01 19:00:00,FG,EI,080300,17.5,20160401,16,236,,,
236,TE,PF_0000014_01,2016-04-01 19:00:00,FG,EO,080300,15.92,20160401,21,237,,,
237,CI,PF_0000014_01,2016-04-01 19:00:00,FG,EI,080300,434.81,20160401,16,238,,,
238,EO,PF_0000014_01,2016-04-01 19:00:00,FG,NT,080300,,20160401,24,239,,,
239,RP,PF_0000014_01,2016-04-01 19:00:00,FG,EO,080300,,20160401,21,240,,,
240,CI,PF_0000014_01,2016-04-01 20:00:00,FG,EI,080300,494.71,20160401,17,241,,,
241,WS,PF_0000014_01,2016-04-01 20:00:00,FG,EO,080300,1.32,20160401,19,242,,,
242,RP,PF_0000014_01,2016-04-01 20:00:00,FG,EO,080300,,20160401,19,243,,,
243,HI,PF_0000014_01,2016-04-01 20:00:00,FG,EI,080300,85.47,20160401,17,244,,,
244,EO,PF_0000014_01,2016-04-01 20:00:00,FG,NT,080300,,20160401,17,245,,,
245,TL,PF_0000014_01,2016-04-01 20:00:00,FG,NT,080300,16.32,20160401,19,246,,,
246,PO,PF_0000014_01,2016-04-01 20:00:00,FG,NT,080300,,20160401,19,247,,,
247,WD,PF_0000014_01,2016-04-01 20:00:00,FG,EO,080300,229.21,20160401,19,248,,,
248,TE,PF_0000014_01,2016-04-01 20:00:00,FG,EO,080300,13.78,20160401,19,249,,,
249,TI,PF_0000014_01,2016-04-01 20:00:00,FG,EI,080300,16.81,20160401,17,250,,,
250,HL,PF_0000014_01,2016-04-01 20:00:00,FG,NT,080300,,20160401,19,251,,,
251,SR,PF_0000014_01,2016-04-01 20:00:00,FG,EO,080300,,20160401,17,252,,,
252,EO,PF_0000014_01,2016-04-01 21:00:00,FG,NT,080300,,20160401,19,253,,,
253,RP,PF_0000014_01,2016-04-01 21:00:00,FG,EO,080300,,20160401,19,254,,,
254,TL,PF_0000014_01,2016-04-01 21:00:00,FG,NT,080300,15.64,20160401,19,255,,,
255,PO,PF_0000014_01,2016-04-01 21:00:00,FG,NT,080300,,20160401,19,256,,,
256,WS,PF_0000014_01,2016-04-01 21:00:00,FG,EO,080300,1.41,20160401,19,257,,,
257,HL,PF_0000014_01,2016-04-01 21:00:00,FG,NT,080300,,20160401,19,258,,,
258,HI,PF_0000014_01,2016-04-01 21:00:00,FG,EI,080300,85.18,20160401,19,259,,,
259,SR,PF_0000014_01,2016-04-01 21:00:00,FG,EO,080300,,20160401,23,260,,,
260,CI,PF_0000014_01,2016-04-01 21:00:00,FG,EI,080300,531.83,20160401,23,261,,,
261,TI,PF_0000014_01,2016-04-01 21:00:00,FG,EI,080300,16.22,20160401,23,262,,,
262,TE,PF_0000014_01,2016-04-01 21:00:00,FG,EO,080300,12.06,20160401,19,263,,,
263,WD,PF_0000014_01,2016-04-01 21:00:00,FG,EO,080300,254.37,20160401,19,264,,,
264,TE,PF_0000014_01,2016-04-01 22:00:00,FG,EO,080300,10.6,20160401,16,265,,,
265,SR,PF_0000014_01,2016-04-01 22:00:00,FG,EO,080300,,20160401,22,266,,,
266,RP,PF_0000014_01,2016-04-01 22:00:00,FG,EO,080300,,20160401,16,267,,,
267,PO,PF_0000014_01,2016-04-01 22:00:00,FG,NT,080300,,20160401,16,268,,,
268,HL,PF_0000014_01,2016-04-01 22:00:00,FG,NT,080300,,20160401,16,269,,,
269,HI,PF_0000014_01,2016-04-01 22:00:00,FG,EI,080300,84.4,20160401,23,270,,,
270,EO,PF_0000014_01,2016-04-01 22:00:00,FG,NT,080300,,20160401,23,271,,,
271,CI,PF_0000014_01,2016-04-01 22:00:00,FG,EI,080300,563.32,20160401,22,272,,,
272,WS,PF_0000014_01,2016-04-01 22:00:00,FG,EO,080300,1.17,20160401,16,273,,,
273,WD,PF_0000014_01,2016-04-01 22:00:00,FG,EO,080300,262,20160401,16,274,,,
274,TL,PF_0000014_01,2016-04-01 22:00:00,FG,NT,080300,14.75,20160401,16,275,,,
275,TI,PF_0000014_01,2016-04-01 22:00:00,FG,EI,080300,15.33,20160401,22,276,,,
276,RP,PF_0000014_01,2016-04-01 23:00:00,FG,EO,080300,,20160401,23,277,,,
277,PO,PF_0000014_01,2016-04-01 23:00:00,FG,NT,080300,,20160401,23,278,,,
