,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
31,WS,PF_0000012_01,2016-04-01 02:00:00,FG,EO,080300,1.17,20160401,20,32,,,
32,SR,PF_0000012_01,2016-04-01 02:00:00,FG,EO,080300,,20160401,21,33,,,
33,TE,PF_0000012_01,2016-04-01 02:00:00,FG,EO,080300,3.55,20160401,20,34,,,
34,HE,PF_0000012_01,2016-04-01 02:00:00,FG,EO,080300,82.6,20160401,10,35,,,
35,PO,PF_0000012_01,2016-04-01 02:00:00,FG,NT,080300,,20160401,20,36,,,
36,EO,PF_0000012_01,2016-04-01 02:00:00,FG,NT,080300,,20160401,20,37,,,
37,RP,PF_0000012_01,2016-04-01 02:00:00,FG,EO,080300,,20160401,10,38,,,
38,TI,PF_0000012_01,2016-04-01 02:00:00,FG,EI,080300,15.4,20160401,21,39,,,
39,HI,PF_0000012_01,2016-04-01 03:00:00,FG,EI,080300,81.86,20160401,17,40,,,
40,TL,PF_0000012_01,2016-04-01 03:00:00,FG,NT,080300,10.19,20160401,18,41,,,
41,PO,PF_0000012_01,2016-04-01 03:00:00,FG,NT,080300,,20160401,18,42,,,
42,WD,PF_0000012_01,2016-04-01 03:00:00,FG,EO,080300,28,20160401,18,43,,,
43,HE,PF_0000012_01,2016-04-01 03:00:00,FG,EO,080300,86.26,20160401,19,44,,,
44,WS,PF_0000012_01,2016-04-01 03:00:00,FG,EO,080300,,20160401,18,45,,,
45,CI,PF_0000012_01,2016-04-01 03:00:00,FG,EI,080300,802.95,20160401,19,46,,,
46,TE,PF_0000012_01,2016-04-01 03:00:00,FG,EO,080300,2.74,20160401,18,47,,,
47,EO,PF_0000012_01,2016-04-01 03:00:00,FG,NT,080300,,20160401,18,48,,,
48,HL,PF_0000012_01,2016-04-01 03:00:00,FG,NT,080300,,20160401,19,49,,,
49,RP,PF_0000012_01,2016-04-01 03:00:00,FG,EO,080300,,20160401,19,50,,,
50,SR,PF_0000012_01,2016-04-01 03:00:00,FG,EO,080300,,20160401,17,51,,,
51,TI,PF_0000012_01,2016-04-01 03:00:00,FG,EI,080300,15.32,20160401,17,52,,,
52,RP,PF_0000012_01,2016-04-01 04:00:00,FG,EO,080300,,20160401,12,53,,,
53,SR,PF_0000012_01,2016-04-01 04:00:00,FG,EO,080300,,20160401,17,54,,,
54,TE,PF_0000012_01,2016-04-01 04:00:00,FG,EO,080300,2.38,20160401,16,55,,,
55,TI,PF_0000012_01,2016-04-01 04:00:00,FG,EI,080300,15.31,20160401,17,56,,,
56,TL,PF_0000012_01,2016-04-01 04:00:00,FG,NT,080300,9.99,20160401,16,57,,,
57,WD,PF_0000012_01,2016-04-01 04:00:00,FG,EO,080300,25.33,20160401,16,58,,,
58,WS,PF_0000012_01,2016-04-01 04:00:00,FG,EO,080300,1.13,20160401,16,59,,,
59,CI,PF_0000012_01,2016-04-01 04:00:00,FG,EI,080300,833.17,20160401,12,60,,,
60,EO,PF_0000012_01,2016-04-01 04:00:00,FG,NT,080300,,20160401,16,61,,,
61,HE,PF_0000012_01,2016-04-01 04:00:00,FG,EO,080300,88.25,20160401,12,62,,,
62,HI,PF_0000012_01,2016-04-01 04:00:00,FG,EI,080300,82.3,20160401,17,63,,,
63,HL,PF_0000012_01,2016-04-01 04:00:00,FG,NT,080300,,20160401,12,64,,,
64,PO,PF_0000012_01,2016-04-01 04:00:00,FG,NT,080300,,20160401,16,65,,,
65,RP,PF_0000012_01,2016-04-01 05:00:00,FG,EO,080300,1,20160401,21,66,,,
66,SR,PF_0000012_01,2016-04-01 05:00:00,FG,EO,080300,,20160401,9,67,,,
67,TE,PF_0000012_01,2016-04-01 05:00:00,FG,EO,080300,1.93,20160401,20,68,,,
68,TI,PF_0000012_01,2016-04-01 05:00:00,FG,EI,080300,15.32,20160401,9,69,,,
69,TL,PF_0000012_01,2016-04-01 05:00:00,FG,NT,080300,9.97,20160401,20,70,,,
70,WD,PF_0000012_01,2016-04-01 05:00:00,FG,EO,080300,135,20160401,20,71,,,
71,PO,PF_0000012_01,2016-04-01 05:00:00,FG,NT,080300,,20160401,20,72,,,
72,CI,PF_0000012_01,2016-04-01 05:00:00,FG,EI,080300,846.62,20160401,21,73,,,
73,EO,PF_0000012_01,2016-04-01 05:00:00,FG,NT,080300,,20160401,20,74,,,
74,HE,PF_0000012_01,2016-04-01 05:00:00,FG,EO,080300,89.57,20160401,21,75,,,
75,HI,PF_0000012_01,2016-04-01 05:00:00,FG,EI,080300,82.94,20160401,9,76,,,
76,HL,PF_0000012_01,2016-04-01 05:00:00,FG,NT,080300,,20160401,21,77,,,
77,WS,PF_0000012_01,2016-04-01 05:00:00,FG,EO,080300,,20160401,20,78,,,
78,RP,PF_0000012_01,2016-04-01 06:00:00,FG,EO,080300,1,20160401,16,79,,,
79,SR,PF_0000012_01,2016-04-01 06:00:00,FG,EO,080300,40.85,20160401,14,80,,,
80,TE,PF_0000012_01,2016-04-01 06:00:00,FG,EO,080300,2.04,20160401,14,81,,,
81,TI,PF_0000012_01,2016-04-01 06:00:00,FG,EI,080300,15.31,20160401,14,82,,,
82,TL,PF_0000012_01,2016-04-01 06:00:00,FG,NT,080300,10.08,20160401,14,83,,,
83,WD,PF_0000012_01,2016-04-01 06:00:00,FG,EO,080300,290.64,20160401,14,84,,,
84,PO,PF_0000012_01,2016-04-01 06:00:00,FG,NT,080300,,20160401,14,85,,,
85,CI,PF_0000012_01,2016-04-01 06:00:00,FG,EI,080300,870.88,20160401,16,86,,,
86,EO,PF_0000012_01,2016-04-01 06:00:00,FG,NT,080300,,20160401,14,87,,,
87,HE,PF_0000012_01,2016-04-01 06:00:00,FG,EO,080300,90.19,20160401,16,88,,,
88,HI,PF_0000012_01,2016-04-01 06:00:00,FG,EI,080300,83.81,20160401,14,89,,,
89,HL,PF_0000012_01,2016-04-01 06:00:00,FG,NT,080300,,20160401,16,90,,,
90,WS,PF_0000012_01,2016-04-01 06:00:00,FG,EO,080300,1,20160401,14,91,,,
91,RP,PF_0000012_01,2016-04-01 07:00:00,FG,EO,080300,,20160401,6,92,,,
92,SR,PF_0000012_01,2016-04-01 07:00:00,FG,EO,080300,219.79,20160401,19,93,,,
93,TE,PF_0000012_01,2016-04-01 07:00:00,FG,EO,080300,4.18,20160401,18,94,,,
94,TI,PF_0000012_01,2016-04-01 07:00:00,FG,EI,080300,17.17,20160401,19,95,,,
95,TL,PF_0000012_01,2016-04-01 07:00:00,FG,NT,080300,12.96,20160401,18,96,,,
96,WD,PF_0000012_01,2016-04-01 07:00:00,FG,EO,080300,6.72,20160401,18,97,,,
97,PO,PF_0000012_01,2016-04-01 07:00:00,FG,NT,080300,,20160401,18,98,,,
98,CI,PF_0000012_01,2016-04-01 07:00:00,FG,EI,080300,852.5,20160401,6,99,,,
99,EO,PF_0000012_01,2016-04-01 07:00:00,FG,NT,080300,,20160401,18,100,,,
100,HE,PF_0000012_01,2016-04-01 07:00:00,FG,EO,080300,88.67,20160401,6,101,,,
101,HI,PF_0000012_01,2016-04-01 07:00:00,FG,EI,080300,73.54,20160401,19,102,,,
102,HL,PF_0000012_01,2016-04-01 07:00:00,FG,NT,080300,,20160401,6,103,,,
103,WS,PF_0000012_01,2016-04-01 07:00:00,FG,EO,080300,1,20160401,18,104,,,
104,WS,PF_0000012_01,2016-04-01 08:00:00,FG,EO,080300,1,20160401,10,105,,,
105,RP,PF_0000012_01,2016-04-01 08:00:00,FG,EO,080300,,20160401,19,106,,,
106,SR,PF_0000012_01,2016-04-01 08:00:00,FG,EO,080300,450.53,20160401,15,107,,,
107,TE,PF_0000012_01,2016-04-01 08:00:00,FG,EO,080300,10.35,20160401,10,108,,,
108,TI,PF_0000012_01,2016-04-01 08:00:00,FG,EI,080300,24.73,20160401,15,109,,,
109,TL,PF_0000012_01,2016-04-01 08:00:00,FG,NT,080300,23.94,20160401,10,110,,,
110,PO,PF_0000012_01,2016-04-01 08:00:00,FG,NT,080300,,20160401,10,111,,,
111,CI,PF_0000012_01,2016-04-01 08:00:00,FG,EI,080300,589.21,20160401,19,112,,,
112,EO,PF_0000012_01,2016-04-01 08:00:00,FG,NT,080300,,20160401,10,113,,,
113,HE,PF_0000012_01,2016-04-01 08:00:00,FG,EO,080300,71.11,20160401,19,114,,,
114,HI,PF_0000012_01,2016-04-01 08:00:00,FG,EI,080300,59.3,20160401,15,115,,,
115,HL,PF_0000012_01,2016-04-01 08:00:00,FG,NT,080300,,20160401,19,116,,,
116,WD,PF_0000012_01,2016-04-01 08:00:00,FG,EO,080300,61.4,20160401,10,117,,,
117,WS,PF_0000012_01,2016-04-01 09:00:00,FG,EO,080300,1,20160401,10,118,,,
118,RP,PF_0000012_01,2016-04-01 09:00:00,FG,EO,080300,,20160401,17,119,,,
119,SR,PF_0000012_01,2016-04-01 09:00:00,FG,EO,080300,661.38,20160401,16,120,,,
120,TE,PF_0000012_01,2016-04-01 09:00:00,FG,EO,080300,16.26,20160401,10,121,,,
121,TI,PF_0000012_01,2016-04-01 09:00:00,FG,EI,080300,27.98,20160401,16,122,,,
122,TL,PF_0000012_01,2016-04-01 09:00:00,FG,NT,080300,29.48,20160401,10,123,,,
123,PO,PF_0000012_01,2016-04-01 09:00:00,FG,NT,080300,,20160401,10,124,,,
124,CI,PF_0000012_01,2016-04-01 09:00:00,FG,EI,080300,389.53,20160401,17,125,,,
125,EO,PF_0000012_01,2016-04-01 09:00:00,FG,NT,080300,,20160401,10,126,,,
126,HE,PF_0000012_01,2016-04-01 09:00:00,FG,EO,080300,47.24,20160401,17,127,,,
127,HI,PF_0000012_01,2016-04-01 09:00:00,FG,EI,080300,42.28,20160401,16,128,,,
128,HL,PF_0000012_01,2016-04-01 09:00:00,FG,NT,080300,,20160401,17,129,,,
129,WD,PF_0000012_01,2016-04-01 09:00:00,FG,EO,080300,143.4,20160401,10,130,,,
130,CI,PF_0000012_01,2016-04-01 10:00:00,FG,EI,080300,403.2,20160401,15,131,,,
131,RP,PF_0000012_01,2016-04-01 10:00:00,FG,EO,080300,,20160401,15,132,,,
132,WS,PF_0000012_01,2016-04-01 10:00:00,FG,EO,080300,1.17,20160401,16,133,,,
133,WD,PF_0000012_01,2016-04-01 10:00:00,FG,EO,080300,163.25,20160401,16,134,,,
134,TL,PF_0000012_01,2016-04-01 10:00:00,FG,NT,080300,32.67,20160401,16,135,,,
135,TI,PF_0000012_01,2016-04-01 10:00:00,FG,EI,080300,28.37,20160401,20,136,,,
136,TE,PF_0000012_01,2016-04-01 10:00:00,FG,EO,080300,19.26,20160401,16,137,,,
137,SR,PF_0000012_01,2016-04-01 10:00:00,FG,EO,080300,841.2,20160401,20,138,,,
138,PO,PF_0000012_01,2016-04-01 10:00:00,FG,NT,080300,,20160401,16,139,,,
139,HL,PF_0000012_01,2016-04-01 10:00:00,FG,NT,080300,,20160401,15,140,,,
140,HI,PF_0000012_01,2016-04-01 10:00:00,FG,EI,080300,35.45,20160401,20,141,,,
141,HE,PF_0000012_01,2016-04-01 10:00:00,FG,EO,080300,34.73,20160401,15,142,,,
142,EO,PF_0000012_01,2016-04-01 10:00:00,FG,NT,080300,,20160401,16,143,,,
143,RP,PF_0000012_01,2016-04-01 11:00:00,FG,EO,080300,,20160401,14,144,,,
144,WS,PF_0000012_01,2016-04-01 11:00:00,FG,EO,080300,1.41,20160401,19,145,,,
145,PO,PF_0000012_01,2016-04-01 11:00:00,FG,NT,080300,,20160401,19,146,,,
146,TL,PF_0000012_01,2016-04-01 11:00:00,FG,NT,080300,36.9,20160401,19,147,,,
147,HL,PF_0000012_01,2016-04-01 11:00:00,FG,NT,080300,,20160401,14,148,,,
148,TE,PF_0000012_01,2016-04-01 11:00:00,FG,EO,080300,21.42,20160401,19,149,,,
149,CI,PF_0000012_01,2016-04-01 11:00:00,FG,EI,080300,398.93,20160401,14,150,,,
150,WD,PF_0000012_01,2016-04-01 11:00:00,FG,EO,080300,192.11,20160401,19,151,,,
151,HE,PF_0000012_01,2016-04-01 11:00:00,FG,EO,080300,28.43,20160401,14,152,,,
152,SR,PF_0000012_01,2016-04-01 11:00:00,FG,EO,080300,922.53,20160401,17,153,,,
153,EO,PF_0000012_01,2016-04-01 11:00:00,FG,NT,080300,,20160401,19,154,,,
154,TI,PF_0000012_01,2016-04-01 11:00:00,FG,EI,080300,29.24,20160401,17,155,,,
155,HI,PF_0000012_01,2016-04-01 11:00:00,FG,EI,080300,30.75,20160401,17,156,,,
156,CI,PF_0000012_01,2016-04-01 12:00:00,FG,EI,080300,409,20160401,12,157,,,
157,EO,PF_0000012_01,2016-04-01 12:00:00,FG,NT,080300,,20160401,16,158,,,
158,HE,PF_0000012_01,2016-04-01 12:00:00,FG,EO,080300,23.5,20160401,12,159,,,
159,HI,PF_0000012_01,2016-04-01 12:00:00,FG,EI,080300,25.34,20160401,19,160,,,
160,HL,PF_0000012_01,2016-04-01 12:00:00,FG,NT,080300,,20160401,12,161,,,
161,PO,PF_0000012_01,2016-04-01 12:00:00,FG,NT,080300,,20160401,16,162,,,
162,RP,PF_0000012_01,2016-04-01 12:00:00,FG,EO,080300,,20160401,12,163,,,
163,SR,PF_0000012_01,2016-04-01 12:00:00,FG,EO,080300,961.42,20160401,19,164,,,
164,TE,PF_0000012_01,2016-04-01 12:00:00,FG,EO,080300,23.49,20160401,16,165,,,
165,TI,PF_0000012_01,2016-04-01 12:00:00,FG,EI,080300,29.75,20160401,19,166,,,
166,TL,PF_0000012_01,2016-04-01 12:00:00,FG,NT,080300,36.54,20160401,16,167,,,
167,WD,PF_0000012_01,2016-04-01 12:00:00,FG,EO,080300,217.75,20160401,16,168,,,
168,WS,PF_0000012_01,2016-04-01 12:00:00,FG,EO,080300,2.07,20160401,16,169,,,
169,TL,PF_0000012_01,2016-04-01 13:00:00,FG,NT,080300,36.67,20160401,15,170,,,
170,WD,PF_0000012_01,2016-04-01 13:00:00,FG,EO,080300,271.33,20160401,15,171,,,
171,WS,PF_0000012_01,2016-04-01 13:00:00,FG,EO,080300,2.08,20160401,15,172,,,
172,CI,PF_0000012_01,2016-04-01 13:00:00,FG,EI,080300,404.13,20160401,15,173,,,
173,EO,PF_0000012_01,2016-04-01 13:00:00,FG,NT,080300,,20160401,15,174,,,
174,HE,PF_0000012_01,2016-04-01 13:00:00,FG,EO,080300,17.4,20160401,15,175,,,
175,TI,PF_0000012_01,2016-04-01 13:00:00,FG,EI,080300,33.49,20160401,19,176,,,
176,HL,PF_0000012_01,2016-04-01 13:00:00,FG,NT,080300,,20160401,15,177,,,
177,PO,PF_0000012_01,2016-04-01 13:00:00,FG,NT,080300,,20160401,15,178,,,
178,RP,PF_0000012_01,2016-04-01 13:00:00,FG,EO,080300,,20160401,15,179,,,
179,SR,PF_0000012_01,2016-04-01 13:00:00,FG,EO,080300,958.95,20160401,19,180,,,
180,TE,PF_0000012_01,2016-04-01 13:00:00,FG,EO,080300,25.01,20160401,15,181,,,
181,HI,PF_0000012_01,2016-04-01 13:00:00,FG,EI,080300,23.01,20160401,19,182,,,
182,TI,PF_0000012_01,2016-04-01 14:00:00,FG,EI,080300,34.85,20160401,12,183,,,
183,TL,PF_0000012_01,2016-04-01 14:00:00,FG,NT,080300,34.51,20160401,19,184,,,
184,WD,PF_0000012_01,2016-04-01 14:00:00,FG,EO,080300,247.32,20160401,19,185,,,
185,WS,PF_0000012_01,2016-04-01 14:00:00,FG,EO,080300,2.26,20160401,19,186,,,
186,CI,PF_0000012_01,2016-04-01 14:00:00,FG,EI,080300,391.53,20160401,15,187,,,
187,EO,PF_0000012_01,2016-04-01 14:00:00,FG,NT,080300,,20160401,19,188,,,
188,HE,PF_0000012_01,2016-04-01 14:00:00,FG,EO,080300,14,20160401,15,189,,,
189,HI,PF_0000012_01,2016-04-01 14:00:00,FG,EI,080300,19.18,20160401,12,190,,,
190,HL,PF_0000012_01,2016-04-01 14:00:00,FG,NT,080300,,20160401,15,191,,,
191,PO,PF_0000012_01,2016-04-01 14:00:00,FG,NT,080300,,20160401,19,192,,,
192,RP,PF_0000012_01,2016-04-01 14:00:00,FG,EO,080300,,20160401,15,193,,,
193,SR,PF_0000012_01,2016-04-01 14:00:00,FG,EO,080300,915,20160401,12,194,,,
194,TE,PF_0000012_01,2016-04-01 14:00:00,FG,EO,080300,25.34,20160401,19,195,,,
195,TI,PF_0000012_01,2016-04-01 15:00:00,FG,EI,080300,34.17,20160401,21,196,,,
196,TL,PF_0000012_01,2016-04-01 15:00:00,FG,NT,080300,32.28,20160401,13,197,,,
197,WD,PF_0000012_01,2016-04-01 15:00:00,FG,EO,080300,270.69,20160401,13,198,,,
198,WS,PF_0000012_01,2016-04-01 15:00:00,FG,EO,080300,3.23,20160401,13,199,,,
199,CI,PF_0000012_01,2016-04-01 15:00:00,FG,EI,080300,391.87,20160401,15,200,,,
200,EO,PF_0000012_01,2016-04-01 15:00:00,FG,NT,080300,,20160401,13,201,,,
201,TE,PF_0000012_01,2016-04-01 15:00:00,FG,EO,080300,24.8,20160401,13,202,,,
202,HI,PF_0000012_01,2016-04-01 15:00:00,FG,EI,080300,19.06,20160401,21,203,,,
203,HL,PF_0000012_01,2016-04-01 15:00:00,FG,NT,080300,,20160401,15,204,,,
204,PO,PF_0000012_01,2016-04-01 15:00:00,FG,NT,080300,,20160401,13,205,,,
205,RP,PF_0000012_01,2016-04-01 15:00:00,FG,EO,080300,,20160401,15,206,,,
206,SR,PF_0000012_01,2016-04-01 15:00:00,FG,EO,080300,757.1,20160401,21,207,,,
207,HE,PF_0000012_01,2016-04-01 15:00:00,FG,EO,080300,19.4,20160401,15,208,,,
208,TI,PF_0000012_01,2016-04-01 16:00:00,FG,EI,080300,28.71,20160401,12,209,,,
209,TL,PF_0000012_01,2016-04-01 16:00:00,FG,NT,080300,28.22,20160401,18,210,,,
210,WD,PF_0000012_01,2016-04-01 16:00:00,FG,EO,080300,299.17,20160401,18,211,,,
211,WS,PF_0000012_01,2016-04-01 16:00:00,FG,EO,080300,2.56,20160401,18,212,,,
212,CI,PF_0000012_01,2016-04-01 16:00:00,FG,EI,080300,404.88,20160401,17,213,,,
213,EO,PF_0000012_01,2016-04-01 16:00:00,FG,NT,080300,,20160401,18,214,,,
214,TE,PF_0000012_01,2016-04-01 16:00:00,FG,EO,080300,23.43,20160401,18,215,,,
215,HI,PF_0000012_01,2016-04-01 16:00:00,FG,EI,080300,21.12,20160401,12,216,,,
216,HL,PF_0000012_01,2016-04-01 16:00:00,FG,NT,080300,,20160401,17,217,,,
217,PO,PF_0000012_01,2016-04-01 16:00:00,FG,NT,080300,,20160401,18,218,,,
218,RP,PF_0000012_01,2016-04-01 16:00:00,FG,EO,080300,,20160401,17,219,,,
219,SR,PF_0000012_01,2016-04-01 16:00:00,FG,EO,080300,378.58,20160401,12,220,,,
220,HE,PF_0000012_01,2016-04-01 16:00:00,FG,EO,080300,22.59,20160401,17,221,,,
221,TI,PF_0000012_01,2016-04-01 17:00:00,FG,EI,080300,26.48,20160401,18,222,,,
222,TL,PF_0000012_01,2016-04-01 17:00:00,FG,NT,080300,25.24,20160401,8,223,,,
223,WD,PF_0000012_01,2016-04-01 17:00:00,FG,EO,080300,294.75,20160401,8,224,,,
224,WS,PF_0000012_01,2016-04-01 17:00:00,FG,EO,080300,1.63,20160401,8,225,,,
225,CI,PF_0000012_01,2016-04-01 17:00:00,FG,EI,080300,410.67,20160401,21,226,,,
226,EO,PF_0000012_01,2016-04-01 17:00:00,FG,NT,080300,,20160401,8,227,,,
227,TE,PF_0000012_01,2016-04-01 17:00:00,FG,EO,080300,21.99,20160401,8,228,,,
228,HI,PF_0000012_01,2016-04-01 17:00:00,FG,EI,080300,23.48,20160401,18,229,,,
229,HL,PF_0000012_01,2016-04-01 17:00:00,FG,NT,080300,,20160401,21,230,,,
230,PO,PF_0000012_01,2016-04-01 17:00:00,FG,NT,080300,,20160401,8,231,,,
231,RP,PF_0000012_01,2016-04-01 17:00:00,FG,EO,080300,,20160401,21,232,,,
232,SR,PF_0000012_01,2016-04-01 17:00:00,FG,EO,080300,303.06,20160401,18,233,,,
233,HE,PF_0000012_01,2016-04-01 17:00:00,FG,EO,080300,24.9,20160401,21,234,,,
234,TI,PF_0000012_01,2016-04-01 18:00:00,FG,EI,080300,21.14,20160401,16,235,,,
235,TL,PF_0000012_01,2016-04-01 18:00:00,FG,NT,080300,21.15,20160401,13,236,,,
236,WD,PF_0000012_01,2016-04-01 18:00:00,FG,EO,080300,222.15,20160401,13,237,,,
237,WS,PF_0000012_01,2016-04-01 18:00:00,FG,EO,080300,1.77,20160401,13,238,,,
238,CI,PF_0000012_01,2016-04-01 18:00:00,FG,EI,080300,418.53,20160401,15,239,,,
239,EO,PF_0000012_01,2016-04-01 18:00:00,FG,NT,080300,,20160401,13,240,,,
240,TE,PF_0000012_01,2016-04-01 18:00:00,FG,EO,080300,18.67,20160401,13,241,,,
241,HI,PF_0000012_01,2016-04-01 18:00:00,FG,EI,080300,51.93,20160401,16,242,,,
242,HL,PF_0000012_01,2016-04-01 18:00:00,FG,NT,080300,,20160401,15,243,,,
243,PO,PF_0000012_01,2016-04-01 18:00:00,FG,NT,080300,,20160401,13,244,,,
244,RP,PF_0000012_01,2016-04-01 18:00:00,FG,EO,080300,,20160401,15,245,,,
245,SR,PF_0000012_01,2016-04-01 18:00:00,FG,EO,080300,41.06,20160401,16,246,,,
246,HE,PF_0000012_01,2016-04-01 18:00:00,FG,EO,080300,32.93,20160401,15,247,,,
247,TI,PF_0000012_01,2016-04-01 19:00:00,FG,EI,080300,16.96,20160401,12,248,,,
248,TL,PF_0000012_01,2016-04-01 19:00:00,FG,NT,080300,16.94,20160401,15,249,,,
249,WD,PF_0000012_01,2016-04-01 19:00:00,FG,EO,080300,193.4,20160401,15,250,,,
250,WS,PF_0000012_01,2016-04-01 19:00:00,FG,EO,080300,1.43,20160401,15,251,,,
251,CI,PF_0000012_01,2016-04-01 19:00:00,FG,EI,080300,476.82,20160401,17,252,,,
252,EO,PF_0000012_01,2016-04-01 19:00:00,FG,NT,080300,,20160401,15,253,,,
253,TE,PF_0000012_01,2016-04-01 19:00:00,FG,EO,080300,14.53,20160401,15,254,,,
254,HI,PF_0000012_01,2016-04-01 19:00:00,FG,EI,080300,72.68,20160401,12,255,,,
255,HL,PF_0000012_01,2016-04-01 19:00:00,FG,NT,080300,,20160401,17,256,,,
256,PO,PF_0000012_01,2016-04-01 19:00:00,FG,NT,080300,,20160401,15,257,,,
257,RP,PF_0000012_01,2016-04-01 19:00:00,FG,EO,080300,,20160401,17,258,,,
258,SR,PF_0000012_01,2016-04-01 19:00:00,FG,EO,080300,,20160401,12,259,,,
259,HE,PF_0000012_01,2016-04-01 19:00:00,FG,EO,080300,48.71,20160401,17,260,,,
260,HL,PF_0000012_01,2016-04-01 20:00:00,FG,NT,080300,,20160401,16,261,,,
261,PO,PF_0000012_01,2016-04-01 20:00:00,FG,NT,080300,,20160401,21,262,,,
262,WD,PF_0000012_01,2016-04-01 20:00:00,FG,EO,080300,196,20160401,21,263,,,
263,TL,PF_0000012_01,2016-04-01 20:00:00,FG,NT,080300,14.55,20160401,21,264,,,
264,EO,PF_0000012_01,2016-04-01 20:00:00,FG,NT,080300,,20160401,21,265,,,
265,CI,PF_0000012_01,2016-04-01 20:00:00,FG,EI,080300,581.69,20160401,16,266,,,
266,HI,PF_0000012_01,2016-04-01 20:00:00,FG,EI,080300,76.11,20160401,18,267,,,
267,TE,PF_0000012_01,2016-04-01 20:00:00,FG,EO,080300,12.29,20160401,21,268,,,
268,HE,PF_0000012_01,2016-04-01 20:00:00,FG,EO,080300,53,20160401,16,269,,,
269,WS,PF_0000012_01,2016-04-01 20:00:00,FG,EO,080300,1,20160401,21,270,,,
270,SR,PF_0000012_01,2016-04-01 20:00:00,FG,EO,080300,,20160401,18,271,,,
271,RP,PF_0000012_01,2016-04-01 20:00:00,FG,EO,080300,,20160401,16,272,,,
272,TI,PF_0000012_01,2016-04-01 20:00:00,FG,EI,080300,16.99,20160401,18,273,,,
273,HI,PF_0000012_01,2016-04-01 21:00:00,FG,EI,080300,77.11,20160401,15,274,,,
274,HE,PF_0000012_01,2016-04-01 21:00:00,FG,EO,080300,60.37,20160401,19,275,,,
275,EO,PF_0000012_01,2016-04-01 21:00:00,FG,NT,080300,,20160401,15,276,,,
276,CI,PF_0000012_01,2016-04-01 21:00:00,FG,EI,080300,634.05,20160401,19,277,,,
277,WS,PF_0000012_01,2016-04-01 21:00:00,FG,EO,080300,1,20160401,15,278,,,
